"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Toward a Universal Cryptographic Accelerator","S. Devadas; D. Sanchez","MIT, Cambridge, MA, USA; MIT, Cambridge, MA, USA",Computer,"8 Jan 2025","2025","58","1","105","108","Cyberphysical systems have disseminated devices that can be untrustworthy or compromised. Nevertheless, the privacy and integrity of computation and data can be guaranteed through cryptographic protocols. We address the computational burden posed by cryptography, and argue for a synergistic approach of designing programmable hardware accelerators for cryptography, followed by tailoring cryptographic protocols to this hardware.","1558-0814","","10.1109/MC.2024.3481808","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10834146","","Data privacy;Cyber-physical systems;Cryptography;Hardware acceleration;Cryptographic protocols","","","","4","IEEE","8 Jan 2025","Jan. 2025","","IEEE","IEEE Magazines"
"Optimized RSA Hardware Accelerator Design For Blockchain Networks: 2048-Bit Implementation","T. R. Dinesh Kumar; S. S. Babu; A. Yogaraj; A. N. Naveen; R. Pranavesh; A. Shiva","Department of Electronics and Communication Engineering, Vel tech High Tech Dr Rangarajan Dr Sakunthala Engineering College, Avadi, India; Department of Electronics and Communication Engineering, Vel tech High Tech Dr Rangarajan Dr Sakunthala Engineering College, Avadi, India; Department of Electronics and Communication Engineering, Vel tech High Tech Dr Rangarajan Dr Sakunthala Engineering College, Avadi, India; Department of Electronics and Communication Engineering, Vel tech High Tech Dr Rangarajan Dr Sakunthala Engineering College, Avadi, India; Department of Electronics and Communication Engineering, Vel tech High Tech Dr Rangarajan Dr Sakunthala Engineering College, Avadi, India; Department of Electronics and Communication Engineering, Vel tech High Tech Dr Rangarajan Dr Sakunthala Engineering College, Avadi, India","2025 8th International Conference on Circuit, Power & Computing Technologies (ICCPCT)","9 Oct 2025","2025","","","255","260","This paper presents a high-performance computer unit that is intended to serve as a hardware cryptography accelerator for the RSA algorithm. In order to provide robust security and authentication processes, the architecture is designed to accelerate key-pair generation, decryption, and RSA-based encryption—all essential for secure communications. Because RSA uses a lot of processing power, the accelerator allows for faster and more efficient cryptographic processes by relieving the main processor of critical tasks. This system is based on an FPGA platform and uses a FIFO register bank to enable safe and efficient data processing. It implements a data exchange protocol between the RSA acceleration (1024-bit) and the main processor (32-64 bit).The implementation also includes a Pseudo-Random Number Generator (PRNG) to create inputs for An essential step in the creation of RSA keys is the Miller-Rabin primary test. Performance analysis compares software and hardware implementations to demonstrate the advantages of hardware-based RSA acceleration in cryptographic applications. This design contributes to advancements in hardware security solutions by significantly enhancing RSA algorithm efficiency. We enhanced this model from 1024 bits in the KC705 board and developed 2048 bits in the KCU116 KINTEX ULTRASCALE BOARD and improved the 2048-bit cryptographic accelerator, demonstrating greater efficiency, reaching $22.9 \%$, whereas the 1024-bit version achieves 19.5%. However, the 1024-bit design consumes more power at $15 \%$, while the 2048-bit version is more energy-efficient at $\mathbf{8 . 8 \%}$. In terms of latency, the 1024-bit design performs better with a latency of $1 \%$, while the 2048-bit version has a higher latency of $10 \%$. Additionally, the execution time for the 1024-bit accelerator is significantly lower at $\mathbf{0 . 8 \%}$, whereas the 2048-bit version requires more time, measuring $2.107 \%$.","","979-8-3315-4317-4","10.1109/ICCPCT65132.2025.11176628","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11176628","RSA cryptosystem;hardware security;public-key encryption;Pseudo-Random Number Generator (PRNG);data exchange protocol;FIFO register bank","Protocols;Hardware security;Throughput;Energy efficiency;Time measurement;Encryption;Registers;Security;Internet of Things;Hardware acceleration","","","","10","IEEE","9 Oct 2025","7-8 Aug. 2025","7-8 Aug. 2025","IEEE","IEEE Conferences"
"A High-Throughput and Compact GOST-28147-89 Accelerator for RISC-V System-on-Chip","B. -A. Dao; N. -Q. Nguyen; C. -T. Nguyen","The Academy of Cryptography Techniques, Hanoi, Vietnam; The Academy of Cryptography Techniques, Hanoi, Vietnam; The Academy of Cryptography Techniques, Hanoi, Vietnam",2023 15th International Conference on Knowledge and Systems Engineering (KSE),"6 Nov 2023","2023","","","1","4","Taking advantage of the royalty-free, open-source RISC-V Instruction Set Architecture (ISA), various RISC-V System-on-Chip (SoC) designs have been proposed to be applied in securing customized embedded applications. In this work, we propose a high-throughput and compact GOST-28147-89 block cipher accelerator that is suitable for integrating into these RISC-V SoC designs. The GOST-28147-89 block cipher accelerator is capable of operating at the maximum frequency of 251.32 MHz, yielding a high throughput of 487.4 Mbps. Meanwhile, the hardware utilization of the proposed GOST-28147-89 accelerator is extremely small at 273 Slice Look-up-Tables (LUTs) and 138 Slice Registers, which is 0.27% and 0.07% of available Slice LUTs and Slice Registers in a Xilinx Kintex-7 XC7K160T FPGA device, respectively. When attached to the Berkeley's-Rocket-processor-based RISC-V SoC, the proposed accelerator improves the GOST-28147-89 cryptographic operations by 20.43 folds.","2694-4804","979-8-3503-2974-2","10.1109/KSE59128.2023.10299520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10299520","RISC-V SoC;Cryptographic accelerator;GOST-28147-89;FPGA implementation","Knowledge engineering;Ciphers;Computer architecture;Throughput;Systems engineering and theory;Hardware;Table lookup","","","","12","IEEE","6 Nov 2023","18-20 Oct. 2023","18-20 Oct. 2023","IEEE","IEEE Conferences"
"Exploring the design space of curve-based cryptographic accelerators","N. Alimi; A. Sghaier; M. Machhout; R. Tourki","Electronics and Micro-Electronics Laboratory, University of Monastir, Monastir, Tunisia; Electronics and Micro-Electronics Laboratory, University of Monastir, Monastir, Tunisia; Electronics and Micro-Electronics Laboratory, University of Monastir, Monastir, Tunisia; Electronics and Micro-Electronics Laboratory, University of Monastir, Monastir, Tunisia",2017 International Conference on Engineering & MIS (ICEMIS),"1 Feb 2018","2017","","","1","5","Due to its shortest key-length, Hyperelliptic Curve Cryptography (HECC) is considered as a promising Public Key Cryptography solution for securing future resource-constrained embedded systems. However, its mathematical complexity, compared to the Elliptic Curve Cryptography (ECC), is slowing down its standardization. In this paper, we try to fairly explore different hardware architectures of ECC and HECC under the same level of security through parallelizing modular arithmetic layer operations. Speed and cost results of the implemented curve-based cryptographic accelerators showed that without specific optimization, ECC still outperform HECC.","2575-1328","978-1-5090-6778-7","10.1109/ICEMIS.2017.8273045","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8273045","ECC;HECC;Design Space Exploration;scalar multiplication;Parallelism;FPGA;Area;Speed","Elliptic curve cryptography;Hardware;Elliptic curves;Computer architecture","","1","","23","IEEE","1 Feb 2018","8-10 May 2017","8-10 May 2017","IEEE","IEEE Conferences"
"A low-power pairing-based cryptographic accelerator for embedded security applications","T. English; M. Keller; K. L. Man; E. Popovici; M. Schellekens; W. Marnane","Department of Microelectronic Engineering, University College Cork, Cork, Ireland; Department of Electrical Engineering, University College Cork, Cork, Ireland; Centre for Efficiency-Oriented Languages, University College Cork, Cork, Ireland; Department of Microelectronic Engineering, University College Cork, Cork, Ireland; Centre for Efficiency-Oriented Languages, University College Cork, Cork, Ireland; Department of Electrical Engineering, University College Cork, Cork, Ireland",2009 IEEE International SOC Conference (SOCC),"22 Jan 2010","2009","","","369","372","We report on the implementation of an IP core for Pairing-based cryptography. The core performs an elliptic curve cryptographic operation called the Tate Pairing over the field GF(2251). In this paper, we describe the implementation of the design in TSMC 65 nm GP CMOS standard cells and the optimisations made for low-power operation. The resulting core computes the pairing in 1.5 ms and consumes less than 4 mW.","2164-1706","978-1-4244-4940-8","10.1109/SOCCON.2009.5398017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5398017","","Security;Identity-based encryption;Public key cryptography;Elliptic curve cryptography;Hardware;Application specific integrated circuits;Elliptic curves;Runtime;Microelectronics;Natural languages","","3","","13","IEEE","22 Jan 2010","9-11 Sept. 2009","9-11 Sept. 2009","IEEE","IEEE Conferences"
"Small-Footprint Reconfigurable Heterogeneous Cryptographic Accelerator for Fog Computing","S. D. Thi; H. L. Pham; V. T. Duong Le; R. Imamura; T. H. Tran; Y. Nakashima","Nara Institute of Science and Technology, Nara, Japan; Nara Institute of Science and Technology, Nara, Japan; Nara Institute of Science and Technology, Nara, Japan; Nara Institute of Science and Technology, Nara, Japan; Osaka Metropolitan University, Osaka, Japan; Nara Institute of Science and Technology, Nara, Japan",2023 RIVF International Conference on Computing and Communication Technologies (RIVF),"22 Mar 2024","2023","","","124","129","The Advanced Encryption Standard (AES) and Ascon algorithms are highly secure and compact, suitable for fog computing in Internet of Things (IoT) systems. However, existing research lacks a flexible and power-efficient hardware architecture for these algorithms on IoT devices. Therefore, this paper proposes a reconfigurable heterogeneous cryptographic accelerator (RHCA) that achieves high-performance and power-efficient cryptographic operations with minimal space requirements. The RHCA features a 4×4 heterogeneous processing element array (HPEA) and a hybrid arithmetic logic unit (HALU), which enhances parallel processing performance and reduces hardware resource usage. The evaluation of the RHCA on the ZCU102 FPGA demonstrates its exceptional performance and flexibility, achieving an AES throughput of 5.818 Gbps and an Ascon throughput of 0.563 Gbps. These results surpass existing FPGA-based works by factors ranging from 6.81 to 54.89 and 1.23 to 5.31, respectively. Moreover, by applying the HPEA, the hardware resource of RHCA is reduced by 33.6%, 26.1%, and 31.6% in LUTs, F7 Muxes, and CLBs, respectively, compared to the homogeneous configuration, leading to improved area efficiency.","2473-0130","979-8-3503-1584-4","10.1109/RIVF60135.2023.10471770","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10471770","CGRA;Ascon;AES;IoT;FPGA","Parallel processing;Throughput;Table lookup;Internet of Things;Resource management;Task analysis;Hardware acceleration","","3","","14","IEEE","22 Mar 2024","23-25 Dec. 2023","23-25 Dec. 2023","IEEE","IEEE Conferences"
"Cryptographic Accelerators for Digital Signature Based on Ed25519","M. Bisheh-Niasar; R. Azarderakhsh; M. Mozaffari-Kermani","Department of Computer & Electrical Engineering and Computer Science (CEECS), Florida Atlantic University, Boca Raton, FL, USA; Department of Computer & Electrical Engineering and Computer Science (CEECS), Florida Atlantic University, Boca Raton, FL, USA; Department of Computer Science and Engineering (CSE), University of South Florida, Tampa, FL, USA",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,"28 Jun 2021","2021","29","7","1297","1305","This article presents highly optimized implementations of the Ed25519 digital signature algorithm [Edwards curve digital signature algorithm (EdDSA)]. This algorithm significantly improves the execution time without sacrificing security, compared to exiting digital signature algorithms. Although EdDSA is employed in many widely used protocols, such as TLS and SSH, there appear to be extremely few hardware implementations that focus only on EdDSA. Hence, we propose two different field-programmable gate array (FPGA)-based EdDSA implementations, i.e., efficient and high-performance Ed25519 architectures applicable for a security level comparable to AES-128. Our proposed efficient Ed25519 scheme achieves an improvement of more than 84% compared to the best previous work by reducing the required area. It also incorporates more than 8× speedup. Furthermore, our proposed high-performance architecture shows a 21× speedup with more than 6200 digital signature algorithms per second, showing a significant improvement in terms of utilized area × time on a Xilinx Zynq-7020 FPGA. Finally, the effective side-channel countermeasures are embedded in our proposed designs, which also outperform the previous works.","1557-9999","","10.1109/TVLSI.2021.3077885","National Institute of Standards and Technology (NIST)(grant numbers:60NANB16D246); NSF(grant numbers:1801341); Army Research Office (ARO)(grant numbers:W911NF-17-1-0311); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9437467","Ed25519;Edwards curve digital signature algorithm (EdDSA);elliptic curve cryptography;hardware implementation;side channel","Computer architecture;Digital signatures;Security;Field programmable gate arrays;NIST;Optimization;Elliptic curves","","120","","37","IEEE","20 May 2021","July 2021","","IEEE","IEEE Journals"
"Cryptographic Accelerators for Trusted Execution Environment in RISC-V Processors","T. -T. Hoang; C. Duran; A. Tsukamoto; K. Suzaki; C. -K. Pham","University of Electro-Communications, Tokyo, Japan; University of Electro-Communications, Tokyo, Japan; National Institute of Advanced Industrial Science and Technology, Tokyo, Japan; Technology Research Association of Secure IoT Edge application based on RISC-V Open architecture, Tokyo, Japan; University of Electro-Communications, Tokyo, Japan",2020 IEEE International Symposium on Circuits and Systems (ISCAS),"28 Sep 2020","2020","","","1","4","The trusted execution environment protects data by taking advantage of memory isolation schemes. Most of the software implementations on security enclaves offer a framework that can be implemented on any processor architecture. Assuming that privilege escalation is not possible through software means, the only way to access protected data is over authentication over a driver in kernel mode. However, the use of hardware back-doors cannot prevent processor execution in more privileged modes. Implementation of kernel-mode allows the reading of sensitive data over the protected regions of memory. In this work, a proposal of crypto-accelerator is described. The peripheral bus in the proposed architecture features a write-only secure memory. That means the cryptography operations on the software level can not read the sensitive data from that secure memory. This approach suppresses any cache coherence manipulator and fault execution-related attacks against reading sensitive data. The peripheral can be useful to accelerate the cryptography operations, and store securely intermediate calculations as well as storing secure keys. The time of execution compared to the software counterpart can be reduced down to 2.5 decades, and the throughput is risen to 3 decades, reaching speeds of 30MB/s for large chunks of data. The total area represents 10.7% of the total area of a dual-core RISC-V processor with RV64IMAFC extensions and TileLink buses.","2158-1525","978-1-7281-3320-1","10.1109/ISCAS45731.2020.9180551","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9180551","","Cryptography;Hardware;Program processors;Micromechanical devices;Computer architecture;Random access memory","","11","","14","IEEE","28 Sep 2020","12-14 Oct 2020","12-14 Oct 2020","IEEE","IEEE Conferences"
"An 8-bit Bit-Slice TEA-Cryptographic Accelerator for 64-bit RSFQ Secure Coprocessors","P. -S. Yu; G. -M. Tang; X. -C. Ye; D. -R. Fan; Z. -M. Zhang; N. -H. Sun","University of Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",2019 IEEE International Superconductive Electronics Conference (ISEC),"13 Feb 2020","2019","","","1","4","An 8-bit bit-slice TEA-cryptographic accelerator for 64-bit RSFQ secure coprocessors is proposed. The accelerator is based on Tiny Encryption Algorithm (TEA) and mainly consists of bit-slice adders and bit-slice shifters. Synchronous concurrent-flow clocking is used to design a fully pipelined RSFQ logic design. For verifying the algorithm and the logic design, the RSFQ logic circuits of the proposed accelerator have been simulated with a target operating frequency of 50 GHz. It consists of 21 stages. The throughput is 7.672 × 107 64-bit TEA encryptions per second.","","978-1-7281-1196-4","10.1109/ISEC46533.2019.8990902","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8990902","cryptographic accelerator;rapid single-flux-quantum (RSFQ);superconducting integrated circuits","Technological innovation;Superconducting integrated circuits;Simulation;Logic circuits;Pipelines;Throughput;Logic functions;Logic design;Encryption;Coprocessors","","2","","14","IEEE","13 Feb 2020","28 July-1 Aug. 2019","28 July-1 Aug. 2019","IEEE","IEEE Conferences"
"Designing Secure Cryptographic Accelerators with Information Flow Enforcement: A Case Study on AES","Z. Jiang; H. Jin; G. E. Suh; Z. Zhang","School of Electrical and Computer Engineering, Cornell University, Ithaca, NY; School of Electrical and Computer Engineering, Cornell University, Ithaca, NY; School of Electrical and Computer Engineering, Cornell University, Ithaca, NY; School of Electrical and Computer Engineering, Cornell University, Ithaca, NY",2019 56th ACM/IEEE Design Automation Conference (DAC),"22 Aug 2019","2019","","","1","6","Designing a secure cryptographic accelerator is challenging as vulnerabilities may arise from design decisions and implementation flaws. To provide high security assurance, we propose to design and build cryptographic accelerators with hardware-level information flow control so that the security of an implementation can be formally verified. This paper uses an AES accelerator as a case study to demonstrate how to express security requirements of a cryptographic accelerator as information flow policies for security enforcement. Our AES prototype on an FPGA shows that the proposed protection has a marginal impact on area and performance.","0738-100X","978-1-4503-6725-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8806877","","Hardware acceleration;Hardware design languages;Prototypes;Encryption","","","","24","","22 Aug 2019","2-6 June 2019","2-6 June 2019","IEEE","IEEE Conferences"
"How Primitive but How Effective: Fault-Injection Attack on Cryptographic Accelerator of Microchip CEC 1702 Microcontroller","L. Danêk; M. Novotný","Faculty of Information Technology, Czech Technical University in Prague, Prague, Czech Republic; Faculty of Information Technology, Czech Technical University in Prague, Prague, Czech Republic",2024 27th Euromicro Conference on Digital System Design (DSD),"6 Nov 2024","2024","","","129","136","Fault injection attacks pose a substantial threat to the security of digital systems, compromising integrity and exposing vulnerabilities. This article explores fault injection techniques, specifically voltage glitching, within the context of Lenstra's attack, which is an extension of the Bellcore attack, on RSA-CRT, which has existed for decades. The focus is on the cryptographic accelerator of the Microchip CEC 1702 microcontroller. The study employs the Chip Whisperer toolkit to perform fault injection attacks on both software and hardware implementations of RSA-CRT. Results reveal vulnerabilities in the commercially produced Microchip CEC 1702 microcontroller, highlighting potential security risks associated with fault injection attacks.","2771-2508","979-8-3503-8038-5","10.1109/DSD64264.2024.00026","Czech Technical University (CTU)(grant numbers:SGS23/208/OHK3/3T/18); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10741608","Fault-injection analysis;Bellcore attack;Lenstra's attack;CEC 1702;ChipWhisperer","Integrated circuits;Semiconductor device measurement;Handwriting recognition;Voltage measurement;Microcontrollers;Digital systems;Software;Cryptography;Hardware acceleration;Microprogramming","","","","22","IEEE","6 Nov 2024","28-30 Aug. 2024","28-30 Aug. 2024","IEEE","IEEE Conferences"
"Hardware-assisted security mechanism: The acceleration of cryptographic operations with low hardware cost","J. K. -T. Chang; S. Liu; J. -L. Gaudiot; C. Liu","Department of Electrical Engineering and Computer Science, University of California, Irvine, CA, USA; Department of Electrical Engineering and Computer Science, University of California, Irvine, CA, USA; Department of Electrical Engineering and Computer Science, University of California, Irvine, CA, USA; Department of Electrical and Computer Engineering, Florida International University, Miami, FL, USA",International Performance Computing and Communications Conference,"6 Jan 2011","2010","","","327","328","This paper presents generic cryptographic accelerator. Certain ""hotspot function"" are found in the cryptographic algorithm which consume a substantial amount of execution time of the specific algorithm. INTEL performance analyzer VTune was used which analyzes the software performance on IA-32 and Intel64-based machines to examne the hotsport function. By moving the operations to hardware, we can reduce the overheads introduced by the crypto-computation so that the computing resource can focus on the useful work.","2374-9628","978-1-4244-9329-6","10.1109/PCCC.2010.5682293","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5682293","","Hardware;Acceleration;Elliptic curve cryptography;Encryption;Algorithm design and analysis","","5","","","IEEE","6 Jan 2011","9-11 Dec. 2010","9-11 Dec. 2010","IEEE","IEEE Conferences"
"Cryptographic accelerator for 802.15.4 transceivers with key agreement engine based on Montgomery arithmetic","A. de la Piedra; A. Touhafi; G. Cornetta","Vrije Universiteit Brussel, Belgium; Vrije Universiteit Brussel, Belgium; Universidad San Pablo CEU, Spain",2011 18th IEEE Symposium on Communications and Vehicular Technology in the Benelux (SCVT),"15 Dec 2011","2011","","","1","5","In this paper, we present the design of a cryptographic core compliant with the IEEE 802.15.4 standard and based on FPGA. We have addressed several security problems that remain yet problematic concerning the implementation of the 802.15.4 security suites and the access control list (ACL). The cryptographic core consists of three components: a compact AES-CCM architecture, a content-addressable memory (CAM) that implements an access control list (ACL) and a modular exponentiation unit based on Montgomery arithmetic. The modular exponentiation core can be used to perform key agreement based on a variant of the Diffie-Hellman Key Exchange (DHKE). The core has been synthesized in a Spartan-6 xc6slx75-3csg484 FPGA built on a 45 nm process. The total logic usage of the FPGA was 71%.","2373-0854","978-1-4577-1289-0","10.1109/SCVT.2011.6101307","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6101307","Medical services;Field programmable gate arrays;IEEE 802.15 Standards","IEEE 802.15 Standards;Encryption;Field programmable gate arrays;Computer architecture;Radiation detectors","","2","","20","IEEE","15 Dec 2011","22-23 Nov. 2011","22-23 Nov. 2011","IEEE","IEEE Conferences"
"Scalability and Performance Analysis of 2048-Bit RSA Algorithm Across Advanced CMOS Technology Nodes","S. Joshi; C. Kadadas; J. Kidav; L. Korra; M. Lavadkar; S. Margamwar","Dept. of Electronics Engg, NIELIT, Chh. Sambhajinagar, Maharashtra, India; Dept. of Electronics Engg, NIELIT, Chh. Sambhajinagar, Maharashtra, India; Dept. of Electronics Engg, NIELIT, Chh. Sambhajinagar, Maharashtra, India; Dept. of Computer Science, NIELIT, Chh. Sambhajinagar, Maharashtra, India; Dept. of Computer Science, NIELIT, Chh. Sambhajinagar, Maharashtra, India; Dept. of Electronics Engg, NIELIT, Chh. Sambhajinagar, Maharashtra, India",2025 International Conference on Applications of Machine Intelligence and Data Analytics (ICAMIDA),"3 Nov 2025","2025","","","1","5","Using VLSI design methodologies, a highperformance RSA cryptographic accelerator is designed and implemented in this article. With an emphasis on real-time applications that require strong security and efficiency, the suggested design uses a 2048-bit RSA method for safe data encryption and decryption. The design includes a hardware-based random number generator, a Miller-Rabin primality checking module, and an optimized modular exponentiation unit for safe and effective key generation. Verilog is used to create the RSA cryptographic accelerator, which is then synthesized using Cadence EDA tools and functionally verified using Mentor Graphics Questa Sim. Both ASIC and FPGA design approaches are supported by the design flow, which includes a comprehensive RTL-to-GDSII implementation. The study illustrates how technology scaling affects cryptographic hardware performance by comparing timing, power, and area over 45-nm, 90-nm, and 180-nm technology nodes. The suggested design advances secure communication systems by providing notable benefits in terms of processing speed and resource efficiency. This study sheds light on how to best optimize cryptographic hardware accelerators for a range of uses, such as data centers, secure network protocols, and Internet of Things security.","","979-8-3315-2276-6","10.1109/ICAMIDA64673.2025.11209685","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11209685","FPGA;ASIC;VLSI Design;RSA;Crypto-graphic Accelerator;Modular Exponentiation;Secure Communication","Protocols;Scalability;Very large scale integration;Real-time systems;Timing;Performance analysis;Internet of Things;Hardware acceleration;Field programmable gate arrays;Machine intelligence","","","","10","IEEE","3 Nov 2025","21-22 Aug. 2025","21-22 Aug. 2025","IEEE","IEEE Conferences"
"MRCA: Multi-grained Reconfigurable Cryptographic Accelerator for Diverse Security Requirements","P. H. Luan; H. H. Nguyen; V. T. D. Le; T. D. Tran; T. H. Vu; T. Hong Tran; Y. Nakashima","Nara Institute of Science and Technology, Nara, Japan; University of Information Technology - VNUHCM, Vietnam; Nara Institute of Science and Technology, Nara, Japan; University of Information Technology - VNUHCM, Vietnam; Nara Institute of Science and Technology, Nara, Japan; Osaka Metropolitan University, Osaka, Japan; Nara Institute of Science and Technology, Nara, Japan",2024 IEEE Symposium in Low-Power and High-Speed Chips (COOL CHIPS),"17 May 2024","2024","","","1","6","In today’s digital security, the robust 64-bit cryptographic algorithms are key to fulfilling strict security standards. However, most existing cryptographic architectures primarily support 8/32-bit algorithms and often exhibit poor performance. Therefore, this paper proposes a multi-grained reconfigurable cryptographic accelerator (MRCA) to efficiently support a variety of 8/32/64-bit algorithms with high performance and energy efficiency. To achieve this, we propose three innovative ideas. Firstly, a dual processing element array (D-PEA) is proposed to perform either two parallel 32-bit algorithms or concatenate them for 64-bit algorithms. Secondly, we develop a synchronous row connection and processing element architecture with a double buffer lane to reduce context memory and enable flexible coordination and computation of data in both 32-bit and 64-bit algorithms. Thirdly, we propose a concatenable 32-bit crypto ALU within each processing element, which can not only execute multiple 32-bit cryptographic operations in a single cycle but also connect to support multiple 64-bit operations. Our MRCA has been successfully implemented and verified across various 8/32/64-bit cryptographic algorithms on the TySOM-3A FPGA platform. Our ASIC experiment on a 45nm CMOS technology shows that the MRCA achieves a remarkable throughput from 0.43 to 15.48 Gbps and energy efficiency ranging from 0.4 to 14.46 Gbps/W, covering a wide range of 8-bit, 32-bit, and 64-bit cryptographic algorithm computations. Compared to previous studies, the MRCA outperforms by 3.5-12 times in throughput and 3.7-20 times in energy efficiency for hashing computations, also offering enhanced flexibility in supporting a wider range of 64-bit algorithms.","2473-4683","979-8-3503-8414-7","10.1109/COOLCHIPS61292.2024.10531185","AIST Foundation; University of Tokyo; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10531185","CGRA;Cryptography;FPGA;Accelerator","Computer architecture;Parallel processing;Throughput;Energy efficiency;Distance measurement;Computational efficiency;Cryptography","","1","","16","IEEE","17 May 2024","17-19 April 2024","17-19 April 2024","IEEE","IEEE Conferences"
"MRCA 2.0: An Area-Optimized Multigrained Reconfigurable Cryptographic Accelerator for Securing Blockchain-Based Internet of Things Systems","H. L. Pham; V. T. D. Le; T. H. Vu; V. D. Tran; V. T. Nguyen; T. D. Tran; Y. Nakashima","Nara Institute of Science and Technology, Ikoma, Japan; Nara Institute of Science and Technology, Ikoma, Japan; Nara Institute of Science and Technology, Ikoma, Japan; Nara Institute of Science and Technology, Ikoma, Japan; Le Quy Don Technical University, Hanoi, Vietnam; University of Information Technology Vietnam National University, Ho Chi Minh City, Vietnam; Nara Institute of Science and Technology, Ikoma, Japan",IEEE Micro,"6 May 2025","2025","45","2","78","89","This article introduces a multigrained reconfigurable cryptographic accelerator 2.0 (MRCA 2.0), upgrading from the first 8/32/64-bit coarse-grained reconfigurable array, named MRCA, to offer high performance with a smaller area and lower power consumption for blockchain-based Internet of Things systems. To achieve these goals, we propose four innovative ideas: a dual-processing element array (D-PEA) with reduced memories, a synchronous row connection and processing element (PE) architecture, a concatenable crypto arithmetic logic unit, and heterogeneous PEs. Our MRCA 2.0 has been successfully implemented on the TySOM-3A field-programmable gate array platform across 19 different algorithms. Our application-specific integrated circuit experiment on 45-nm CMOS technology shows that MRCA 2.0 reduces area and power consumption by 1.6 and 1.4 times, respectively, compared to the previous MRCA. Compared to related works, MRCA 2.0 outperforms in throughput by 1.63–28.3 times and in energy efficiency by 1.6–3.4 times, while also offering better flexibility in supporting more 64-bit algorithms.","1937-4143","","10.1109/MM.2024.3501313","JST(grant numbers:JPMJAN23F5); KAKENHI(grant numbers:22H00515); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10758927","","Cryptography;Internet of Things;Power demand;Performance evaluation;Registers;Hardware acceleration;Computer architecture;Servers;Blockchains;Throughput;Reconfigurable devices","","","","12","IEEE","20 Nov 2024","March-April 2025","","IEEE","IEEE Magazines"
