"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Comparative Study of Authenticated Encryption Targeting Lightweight IoT Applications","S. Koteshwara; A. Das","University of Minnesota, Twin Cities, MN, USA; Intel Corporation",IEEE Design & Test,"30 Jun 2017","2017","34","4","26","33","This article focuses on detecting attacks to power system with the help of cyber-physical co-modeling. The foundational algorithm used to detect attacks is a new dynamic state estimator that can provide real-tie models of the system improving over legacy state estimators and three-phase linear state estimators. This new system can help operators of the power grid detect when device settings have been tampered, and help identified the context of a command (i.e., under which conditions of the system are specific commands allowed). -Alvaro Cardenas, University of Texas at Dallas.","2168-2364","","10.1109/MDAT.2017.2682234","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7878595","Authenticated Encryption;CAESAR;IoT;Symmetric key cryptography","Encryption;Cryptography;Cyber-physical systems;Algorithm design and analysis;Computer security;Authentication;Power system reliability","","23","","30","IEEE","14 Mar 2017","Aug. 2017","","IEEE","IEEE Magazines"
"Local Clock Glitching Fault Injection with Application to the ASCON Cipher","G. Surya; P. Maistri; S. Sankaran","Center for Cyber Security Systems and Networks, Amrita Vishwa Vidyapeetham, Amritapuri, India; Grenoble University, France; Center for Cyber Security Systems and Networks, Amrita Vishwa Vidyapeetham, Amritapuri, India",2020 IEEE International Symposium on Smart Electronic Systems (iSES) (Formerly iNiS),"12 May 2021","2020","","","271","276","Lightweight ciphers such as ASCON facilitate ease of implementation as well as provide better performance over conventional ciphers, thus making it suitable for resource-constrained devices. However, hardware implementations of these ciphers are vulnerable to a multitude of physical attacks (such as fault injections) requiring dedicated countermeasures thus causing a negative impact on security, performance and power consumption. Modeling and understanding the impact of these attacks on cipher operations and end users is mandatory. Further, detection and mitigation of such fault injection attacks is challenging due to the interconnected nature of cipher design, coupled with the varying number of possible design choices and with the forced trade-offs that need to be done in order to implement expensive countermeasures at the lowest possible cost. In this work, we aim to model a fault injection attack on ASCON and analyze its impact on FPGA. In particular, we implement the ASCON cipher and propose a methodology for fault injection attacks using synchronous clock glitching by Digital Clock Manager (DCM) introducing a novel approach of locality, which can be exploited to emulate general delay faults on focused parts of the design, such those induced by pulsed EM injections.","","978-1-6654-0478-5","10.1109/iSES50453.2020.00067","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9426171","Lightweight cryptography;ASCON;fault injection attack;clock glitching","Performance evaluation;Ciphers;Analytical models;Power demand;Throughput;Hardware;Delays","","8","","25","IEEE","12 May 2021","14-16 Dec. 2020","14-16 Dec. 2020","IEEE","IEEE Conferences"
"Light Weight Cryptography for Cloud-Based E-Health Records","S. Mittal; C. Monga; K. Upreti; N. Kumar; R. D. Raut; M. S. Alam","Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India; Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India; Department of Computer Science & Engineering, Dr. Akhilesh Das Gupta Institute of Technology & Management; Amity School of Business, Amity University, Noida, Uttar Pradesh, India; Department of Applied Electronics, Sant Gadge Baba Amravati University, Maharashtra, India; Razak Faculty of Technology and Informatics, Universiti Teknologi Malaysia, Kuala Lumpur, Malaysia",2022 7th International Conference on Communication and Electronics Systems (ICCES),"29 Jul 2022","2022","","","690","696","Cloud computing is currently a popular research topic among academics. It is an internet-based resource pool with a wide range of resources. The cloud environment is extremely dependable in terms of making resources available to internet users when they are needed. Reliable computing services can be provided without the need for any additional infrastructure, making it a cost-effective alternative. The majority of the businesses relied on cloud computing to host their apps. The health-care unit service is the most important service for the population. It is critical to keep sensitive information about a patient's medical history in a secure location. As a result, the most secure encryption and decryption should be used. The maintenance of Electronic Health Records is one of the advanced technologies in cloud computing. There is very little research and development in the areas of personal health records and electronic health records. The ultimate goal of this work is to offer a system for exchanging personal health information in a safe cloud setting. The medical information about a patient is likewise kept in this EHR by cloud environment in a dispersed manner. The saved information of user can be collected, shared, exchanged, and organised by other users. In addition, this research study demonstrates an effective way for securing an e-health cloud system in a cloud computing environment utilising identity-based cryptographic technique.","","978-1-6654-9634-6","10.1109/ICCES54183.2022.9835827","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9835827","Cloud Computing;Electronic Health Record-EHR;Encryption;Mobile Cloud Computing-MCC;Cryptography","Cloud computing;Sociology;Maintenance engineering;Encryption;Reliability;History;Electronic medical records","","12","","51","IEEE","29 Jul 2022","22-24 June 2022","22-24 June 2022","IEEE","IEEE Conferences"
"Fault resistant encryption system using high speed AES algorithm on FPGA","S. S. Chorage; V. A. Somwanshi","Department of Electronics and telecommunication, Savitribai Phule Pune University; Department of Electronics and telecommunication, Savitribai Phule Pune University","2017 International conference of Electronics, Communication and Aerospace Technology (ICECA)","18 Dec 2017","2017","2","","466","470","In confidential data transmission data security is an important factor. Advance Encryption Standard is symmetric cryptography standard used for confidential data transmission. However, some faults are injected during implementation of AES to reduce its reliability and may cause information leakage. Fault detection scheme includes the details of each transformation in AES algorithm. Simulation results shows outputs of encryption and decryption process and flag error shows the state of faults that is detected or not detected. After fault detection one operation is performed that is redundancy check. Detected error or fault is corrected using redundancy check. The scheme is implemented using FPGA platform.","","978-1-5090-5686-6","10.1109/ICECA.2017.8212858","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8212858","Cryptography;Encryption;fault injection;Confidential;Fault detection;Decryption","Encryption;Fault detection;Redundancy;Field programmable gate arrays;Standards;Algorithm design and analysis","","4","","12","IEEE","18 Dec 2017","20-22 April 2017","20-22 April 2017","IEEE","IEEE Conferences"
"Darth's Saber: A Key Exfiltration Attack for Symmetric Ciphers Using Laser Light","V. Zaccaria; M. C. Molteni; F. Melzani; G. Bertoni","DEIB - Politecnico di Milano, Milano, Italy; DEIB - Politecnico di Milano, Milano, Italy; Security Pattern srl, Brescia, Italy; Security Pattern srl, Brescia, Italy",2018 Workshop on Fault Diagnosis and Tolerance in Cryptography (FDTC),"13 Dec 2018","2018","","","23","26","This paper evaluates the effectiveness of exfiltrating a key from an AES primitive by injecting double transient faults into the digital circuit using two laser lights. We present some theoretical consideration on the effectiveness of this approach and show a few experimental results supporting our reasoning.","","978-1-5386-8197-8","10.1109/FDTC.2018.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8573930","fault injection;laser;AES","Circuit faults;Entropy;Mathematical model;Ciphers;Hardware;Proposals","","1","","10","IEEE","13 Dec 2018","13-13 Sept. 2018","13-13 Sept. 2018","IEEE","IEEE Conferences"
"Novel Randomized & Biased Placement for FPGA Based Robust Random Number Generator with Enhanced Uniqueness","A. S. Chauhan; V. Sahula; A. S. Mandal","Dept. of ECE, MNIT, Jaipur; Dept. of ECE, MNIT, Jaipur; CEERI Pilani, Cognitive Computing Group",2019 32nd International Conference on VLSI Design and 2019 18th International Conference on Embedded Systems (VLSID),"13 May 2019","2019","","","353","358","The physical unclonable functions (PUF) have widely been used to provide software as well as hardware security for the cyber-physical systems. They are used for performing significant cryptography tasks such as generating keys, device authentication and securing against IP piracy. They have also been used to produce the root of trust. However, they lack in reliability metric. We present a novel approach for improving the uniqueness as well as the reliability of field programmable gated arrays (FPGAs) based ring oscillator PUF and derive a random number, consuming a very small area concerning look up tables (LUTs). We use profiling method for observing frequency variations in ring oscillators (RO), spatially placed across the FPGA floor, and are able to spot the suitable locations for RO mapping, which leads to enhanced ROPUF reliability. We have implemented proposed methodology on Xilinx -7 series FPGAs and tested the robustness against environmental variations e.g. temperature and supply voltage variations. The proposed approach achieves 6% higher uniqueness of 49.83% along with the reliability of 99.35%, which as a group of PUF characteristics, is a significant improvement as compared to characteristics provided by existing ROPUF methods. The random number generator so realized passes all applicable nine tests of NIST uniformity statistical test suite.","2380-6923","978-1-7281-0409-6","10.1109/VLSID.2019.00079","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8710956","Hardware Security;PUF;Ring Oscillator;FPGA;Random Number Generator;Biased Placement;NIST Statistical Test","Ring oscillators;Reliability;Hardware;Field programmable gate arrays;Delays;Cryptography","","6","","18","IEEE","13 May 2019","5-9 Jan. 2019","5-9 Jan. 2019","IEEE","IEEE Conferences"
"The Feasibility of the CRYSTALS-Kyber Scheme for Smart Metering Systems","V. L. R. D. Costa; Â. Camponogara; J. López; M. V. Ribeiro","Electrical Engineering Department, Federal University of Juiz de Fora (UFJF), Juiz de Fora, Brazil; Electrical Engineering Department, Federal University of Paraná, Curitiba, Brazil; Institute of Computing, Campinas State University (UNICAMP), Campinas, Brazil; Electrical Engineering Department, Federal University of Juiz de Fora (UFJF), Juiz de Fora, Brazil",IEEE Access,"21 Dec 2022","2022","10","","131303","131317","This paper investigates the feasibility of a quantum-secure Key Encapsulation Mechanism (KEM) in hardware constrained Smart Meter (SM) equipment. In this sense, the Cryptographic Suite for Algebraic Lattices (CRYSTALS)-Kyber scheme, the new standard for post-quantum Public-Key Encryption (PKE) systems chosen by the post-quantum cryptography (PQC) standardization process, is scrutinized and implemented in a System-on-a-Chip (SoC) Field Programmable Gate Array (FPGA) device. Experimental results show that the proposed hardware/software co-design implementation of the CRYSTALS-Kyber scheme in an SoC FPGA device reduces its execution time by around 70% compared to its software implementation. Moreover, the hardware resource analysis shows that the proposed hardware/software co-design implementation of the CRYSTALS-Kyber scheme in an SoC device is feasible for SM equipment.","2169-3536","","10.1109/ACCESS.2022.3229521","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES)(grant numbers:001); Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq)(grant numbers:404068/2020-0,314741/2020-8); Fundação de Amparo à Pesquisa do Estado de Minas Gerais (FAPEMIG)(grant numbers:APQ-03609-17,TEC-PPM 00787-18); Instituto Nacional de Energia Elétrica (INERGE); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9987505","Data security;post-quantum cryptography;system-on-a-chip;smart metering","Cryptography;Field programmable gate arrays;Hardware;Security;Software;Reduced instruction set computing;Quantum computing","","4","","57","CCBY","15 Dec 2022","2022","","IEEE","IEEE Journals"
"Design of RFID and SHA-3 Based Access Control System for Monitoring and Accountability in Fuel Dispensing Process","B. N. Rayhan; D. Ogi; F. R. Wijaya; S. M. Sabiya","Badan Siber dan Sandi Negara, Depok, Indonesia; Cryptographic Hardware Engineering, Politeknik Siber dan Sandi Negara, Bogor, Indonesia; Badan Siber dan Sandi Negara, Depok, Indonesia; Badan Siber dan Sandi Negara, Depok, Indonesia","2025 IEEE 2nd International Conference on Cryptography, Informatics, and Cybersecurity (ICoCICs)","19 Feb 2026","2025","","","374","378","This study presents the design and implementation of a fuel dispensing access control and monitoring system aimed at improving accountability in gas stations. The system integrates RFID-based authentication and SHA-3 hashing to ensure that only authorized personnel can initiate the fuel dispensing process. By logging authenticated user activity and refueling data to a cloud-based MySQL platform, the system provides traceable digital records for each transaction. Although the proposed approach does not directly prevent calibration tampering within the fuel dispenser, it serves as a preventive measure against unauthorized usage and supports fraud detection through activity monitoring. The prototype was tested for authentication accuracy, transaction latency, and usability. Results show that the system can successfully log user identities and fuel amounts, offering a potential tool for enhancing operational transparency and accountability in fuel stations.","","979-8-3315-5481-1","10.1109/ICoCICs68032.2025.11384069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11384069","Access Control;Fuel Dispensing;Gas Station Monitoring;RFID;SHA-3","Access control;Accuracy;Volume measurement;Authentication;Sensors;Fuels;Reliability;Usability;Monitoring;Radiofrequency identification","","","","14","IEEE","19 Feb 2026","22-23 Oct. 2025","22-23 Oct. 2025","IEEE","IEEE Conferences"
"Design and Timing Analysis of LFSR with Variable Order of Interleaving Sequence","B. P. Swathi; T. A; A. G P; R. N; S. N","Dept. of ECE, VLSI Design and Embedded Systems, RV College of Engineering; Dept. of ECE, VLSI Design and Embedded Systems, RV College of Engineering; Dept. of ECE, VLSI Design and Embedded Systems, RV College of Engineering; Dept. of ECE, VLSI Design and Embedded Systems, RV College of Engineering; Dept. of ECE, RV College of Engineering",2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS),"19 Dec 2025","2025","","","1","6","In cryptography and communication system applications, Linear Feedback Shift Registers (LFSRs) are commonly used for pseudorandom number generation due to their simplicity and capability of generating long periodic sequences. But the linear characteristics of basic LFSRs weaken their resistance to cryptanalytic attacks. This work presents a new interleaved LFSR system design that promotes randomness and security through output combination from various LFSRs, each governed by distinct primitive polynomials of equal degree, using a dynamic interleaving process. Control-based sequence determines interleaving order, substituting the fixed cyclic approach with a programmable strategy. Register Transfer Level (RTL) implementation is designed using Verilog and verified for correctness through Cadence tools, supplemented with static timing analysis conducted on the synthesized gate-level netlist. The results confirm functional correctness and demonstrate that the design meets setup and hold timing constraints, with a setup slack of 4.758 ns and a hold slack of 0.164 ns, thereby validating the effectiveness and reliability of the proposed interleaved LFSR approach.","2767-1097","979-8-3315-8894-6","10.1109/CSITSS67709.2025.11295764","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11295764","Linear Feedback Shift Register (LFSR);Pseudo-random Sequence Generation;Cryptographic Hardware;Interleaving Techniques;Static Timing Analysis","Resistance;Protocols;Linear feedback shift registers;Logic gates;Reliability engineering;Register transfer level;Polynomials;Timing;Cryptography;System analysis and design","","","","17","IEEE","19 Dec 2025","20-22 Nov. 2025","20-22 Nov. 2025","IEEE","IEEE Conferences"
"Design and Timing Analysis of LFSR with Variable Order of Interleaving Sequence","B. P. Swathi; T. A; A. G. P; R. N; S. N","Dept. of ECE, VLSI Design and Embedded Systems, RV College of Engineering; Dept. of ECE, VLSI Design and Embedded Systems, RV College of Engineering; Dept. of ECE, VLSI Design and Embedded Systems, RV College of Engineering; Dept. of ECE, VLSI Design and Embedded Systems, RV College of Engineering; Dept. of ECE, RV College of Engineering",2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS),"19 Dec 2025","2025","","","1","6","In cryptography and communication system applications, Linear Feedback Shift Registers (LFSRs) are commonly used for pseudorandom number generation due to their simplicity and capability of generating long periodic sequences. But the linear characteristics of basic LFSRs weaken their resistance to cryptanalytic attacks. This work presents a new interleaved LFSR system design that promotes randomness and security through output combination from various LFSRs, each governed by distinct primitive polynomials of equal degree, using a dynamic interleaving process. Control-based sequence determines interleaving order, substituting the fixed cyclic approach with a programmable strategy. Register Transfer Level (RTL) implementation is designed using Verilog and verified for correctness through Cadence tools, supplemented with static timing analysis conducted on the synthesized gate-level netlist. The results confirm functional correctness and demonstrate that the design meets setup and hold timing constraints, with a setup slack of 4.758 ns and a hold slack of 0.164 ns, thereby validating the effectiveness and reliability of the proposed interleaved LFSR approach.","2767-1097","979-8-3315-8894-6","10.1109/CSITSS67709.2025.11295802","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11295802","Linear Feedback Shift Register (LFSR);Pseudo-random Sequence Generation;Cryptographic Hardware;Interleaving Techniques;Static Timing Analysis","Resistance;Protocols;Linear feedback shift registers;Logic gates;Reliability engineering;Register transfer level;Polynomials;Timing;Cryptography;System analysis and design","","","","17","IEEE","19 Dec 2025","20-22 Nov. 2025","20-22 Nov. 2025","IEEE","IEEE Conferences"
"Reliable CRC-Based Error Detection Constructions for Finite Field Multipliers With Applications in Cryptography","A. C. Canto; M. Mozaffari-Kermani; R. Azarderakhsh","Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer and Electrical Engineering and Computer Science, I-SENSE, Florida Atlantic University, Boca Raton, FL, USA",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,"31 Dec 2020","2021","29","1","232","236","Finite-field multiplication has received prominent attention in the literature with applications in cryptography and error-detecting codes. For many cryptographic algorithms, this arithmetic operation is a complex, costly, and time-consuming task that may require millions of gates. In this work, we propose efficient hardware architectures based on cyclic redundancy check (CRC) as error-detection schemes for postquantum cryptography (PQC) with case studies for the Luov cryptographic algorithm. Luov was submitted for the National Institute of Standards and Technology (NIST) PQC standardization competition and was advanced to the second round. The CRC polynomials selected are in-line with the required error-detection capabilities and with the field sizes as well. We have developed verification codes through which software implementations of the proposed schemes are performed to verify the derivations of the formulations. Additionally, hardware implementations of the original multipliers with the proposed error-detection schemes are performed over a Xilinx field-programmable gate array (FPGA), verifying that the proposed schemes achieve high error coverage with acceptable overhead.","1557-9999","","10.1109/TVLSI.2020.3031170","U.S. National Science Foundation (NSF)(grant numbers:SaTC-1801488); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9239379","Cyclic redundancy check (CRC);fault detection;field-programmable gate array (FPGA);finite-field multiplication","Cryptography;Logic gates;Computer architecture;Reliability;Hardware;Field programmable gate arrays","","24","","19","IEEE","26 Oct 2020","Jan. 2021","","IEEE","IEEE Journals"
"Hardware Implementation of the Reverse Conversion RNS-WNS on FPGA","A. Nazarov; M. Babenko; E. Golimblevskaia","North-Caucasus Federal University, Stavropol, Russia; North-Caucasus Federal University, Stavropol, Russia; North-Caucasus Federal University, Stavropol, Russia",2020 International Conference Engineering and Telecommunication (En&T),"24 May 2021","2020","","","1","5","The Residue Number System is a modern powerful tool for solving a number of specialized tasks: digital signal processing, cryptography, increasing reliability, accelerating computations, etc. The effectiveness of its use largely depends on the solution of the problem of reducing the delay and area costs for the reverse conversion of numerical data to the weighted number system. The paper considers the main methods of reverse conversion from the residue number system to the weighted number system. Their hardware implementation on FPGA and a comparative analysis are presented.","","978-1-7281-8829-4","10.1109/EnT50437.2020.9431249","RFBR(grant numbers:20-37-70023); President of the Russian Federation(grant numbers:SP-1685.2019.5); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9431249","Residue Number System;weighted number system;Chinese Remainder Theorem;Chinese Remainder Theorem with Fractions;Mixed Radix Conversion;Field-Programmable Gate Array","Power demand;Signal processing algorithms;Digital signal processing;Tools;Logic gates;Hardware;Delays","","2","","11","IEEE","24 May 2021","25-26 Nov. 2020","25-26 Nov. 2020","IEEE","IEEE Conferences"
"Design and Evaluation of Countermeasures Against Fault Injection Attacks and Power Side-Channel Leakage Exploration for AES Block Cipher","F. E. Potestad-Ordóñez; E. Tena-Sánchez; A. J. Acosta-Jiménez; C. J. Jiménez-Fernández; R. Chaves","Seville Institute of Microelectronics IMSE-CNM (CSIC/US), Sevilla, Spain; Seville Institute of Microelectronics IMSE-CNM (CSIC/US), Sevilla, Spain; Seville Institute of Microelectronics IMSE-CNM (CSIC/US), Sevilla, Spain; Seville Institute of Microelectronics IMSE-CNM (CSIC/US), Sevilla, Spain; INESC-ID, IST, Universidade de Lisboa, Lisboa, Portugal",IEEE Access,"24 Jun 2022","2022","10","","65548","65561","Differential Fault Analysis (DFA) and Power Analysis (PA) attacks, have become the main methods for exploiting the vulnerabilities of physical implementations of block ciphers, currently used in a multitude of applications, such as the Advanced Encryption Standard (AES). In order to minimize these types of vulnerabilities, several mechanisms have been proposed to detect fault attacks. However, these mechanisms can have a significant cost, not fully covering the implementations against fault attacks or not taking into account the leakage of the information exploitable by the power analysis attacks. In this paper, four different approaches are proposed with the aim of protecting the AES block cipher against DFA. The proposed solutions are based on Hamming code and parity bits as signature generators for the internal state of the AES cipher. These allow to detect DFA exploitable faults, from bit to byte level. The proposed solutions have been applied to a T-box based AES block cipher implemented on Field Programmable Gate Array (FPGA). Experimental results suggest a fault coverage of 98.5% and 99.99% with an area penalty of 9% and 36% respectively, for the parity bit signature generators and a fault coverage of 100% with an area penalty of 18% and 42% respectively when Hamming code signature generator is used. In addition, none of the proposed countermeasures impose a frequency degradation, in respect to the unprotected cipher. The proposed work goes further in the evaluation of the proposed DFA countermeasures by evaluating the impact of these structures in terms of power side-channel. The obtained results suggest that no extra information leakage is produced that can be exploited by PA. Overall, the proposed DFA countermeasures provide a high fault coverage protection with a low cost in terms of area and power consumption and no PA security degradation.","2169-3536","","10.1109/ACCESS.2022.3183764","PID2020-116664RB-I00(grant numbers:MCIN/AEI/10.13039/501100011033); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9797724","Countermeasure;FPGA implementation;Hamming code;parity;AES;DFA;fault attack;power analysis","Ciphers;Circuit faults;Cryptography;Encryption;Costs;Standards;Power demand","","11","","54","CCBY","16 Jun 2022","2022","","IEEE","IEEE Journals"
"PRESENT Hardware Implementation for Concurrent Fault Detection Architecture","M. Azizollahi; S. Sheikhpour; A. Mahani","Reliable and Smart System (RSS) Research Lab, Department of Electrical Engineering, Shahid Bahonar University of Kerman, Kerman, Iran; Reliable and Smart System (RSS) Research Lab, Department of Electrical Engineering, Shahid Bahonar University of Kerman, Kerman, Iran; Reliable and Smart System (RSS) Research Lab, Department of Electrical Engineering, Shahid Bahonar University of Kerman, Kerman, Iran",2020 28th Iranian Conference on Electrical Engineering (ICEE),"26 Nov 2020","2020","","","1","5","Efficient fault tolerant implementation of lightweight cryptography hardware is a main challenge of secure hardware in IoT, RFID and sensor network. In this paper, we propose low cost PRESENT architecture using 80-bit key and 64-bit input data with fault detection capability. Our proposed architecture utilizes different S-Boxes implementations in which both encryption and decryption processes are integrated in one data path. The simulation results of our fault detection structure are compared with previous related works. The results are compared in terms of area, throughput and efficiency. This comparison illustrate that our fault dedetectiontection architecture outperforms related works in the comparison metrics.","2642-9527","978-1-7281-7296-5","10.1109/ICEE50131.2020.9260980","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9260980","PRESENT;Encryption;Decryption;Cryptography;Substitution;Verilog;Fault Detection","Encryption;Ciphers;Fault detection;Electrical engineering;Computer architecture;Schedules;Reliability engineering","","","","12","IEEE","26 Nov 2020","4-6 Aug. 2020","4-6 Aug. 2020","IEEE","IEEE Conferences"
"Novel Physical Unclonable Function Implementation for Microcontrollers and Field Programmable Gate Arrays","M. Grossi; M. Omaña; C. Metra; A. Acquaviva","Department of Electrical Energy and Information Engineering “Guglielmo Marconi” (DEI), University of Bologna, Bologna, Italy; Department of Electrical Energy and Information Engineering “Guglielmo Marconi” (DEI), University of Bologna, Bologna, Italy; Department of Electrical Energy and Information Engineering “Guglielmo Marconi” (DEI), University of Bologna, Bologna, Italy; Department of Electrical Energy and Information Engineering “Guglielmo Marconi” (DEI), University of Bologna, Bologna, Italy",IEEE Access,"3 Apr 2025","2025","13","","55970","55983","Physical Unclonable Functions (PUFs) are frequently exploited for security purposes. In particular, they are adopted to generate unique authentication passwords and cryptographic keys, with no need to store any secret information in non-volatile memories that can be easily attacked. In this paper, we present a novel PUF based structure, that can be implemented at low costs in microcontrollers and FPGAs, by exploiting the circuitry that is already present in their General Purpose Input-Output (GPIO) interface. The proposed PUF based scheme has been implemented on five different FPGA devices, in order to experimentally verify their correct operation under various realistic operating conditions. We will show that our proposed PUF based structure features a good uniqueness (of the 49.75%), a uniformity close to the ideal value of the 50%, an average steadiness of the 99.33%, and a maximum reliability of the 99.61%, for a temperature ranging from 5°C to 65°C.","2169-3536","","10.1109/ACCESS.2025.3555438","European Union—NextGenerationEU under the National Recovery and Resilience Plan (PNRR)—Mission 4 Education and Research—Component 2 from Research to Business—Investment 1.3, Notice D.D. 341 of March 2022, from title: SEcurity and RIghts in the CyberSpace(grant numbers:PE0000014—CUP J33C22002810001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10942602","Physical unclonable functions;Internet of Things;microcontroller;FPGA;security","Field programmable gate arrays;Physical unclonable function;Microcontrollers;Oscillators;Pins;Cryptography;Reliability;Internet of Things;Authentication;Switches","","4","","55","CCBY","27 Mar 2025","2025","","IEEE","IEEE Journals"
"Novel Placement Bias For Realizing Highly Reliable Physical Unclonable Functions on FPGA","A. Singh Chauhan; V. Sahula; A. S. Mandal","Dept. of ECE, MNIT, Jaipur, India; Dept. of ECE, MNIT, Jaipur, India; Cognitive Computing Group, CEERI, Pilani, India","2018 IEEE International Conference on Electronics, Computing and Communication Technologies (CONECCT)","8 Oct 2018","2018","","","1","6","The Physical Unclonable Functions have been widely used to provide software as well as hardware security for the cyber-physical systems. They are used for performing significant tasks such as generating cryptography keys, device authentication, securing against IP Piracy; and have also been used to produce root of Trust. However, they lack in reliability issues. We present a novel approach for improving the reliability of Ring Oscillator PUF with the minimum area concerning LUTs. We use variation-aware method to find out the more suitable location for PUF mapping, thus leading to enhanced the PUF reliability. We have designed and tested proposed methodology on Xilinx -7 Series FPGAs. The proposed approach achieves higher reliability of 99.7%, which is significant improvement compared to existing ROPUF methods.","","978-1-5386-1112-8","10.1109/CONECCT.2018.8482381","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8482381","","Ring oscillators;Reliability;Field programmable gate arrays;Delays;Hardware;Routing;Cryptography","","1","","18","IEEE","8 Oct 2018","16-17 March 2018","16-17 March 2018","IEEE","IEEE Conferences"
"ANUBIS: Hybrid FPAA-FPGA Architecture for Entropy-Based True Random Number Generation in Secure UAV Communication","M. El-Hadedy; A. Abelian; K. Lee; B. N. Cheng; W. -M. Hwu","Department of Electrical and Computer Engineering, California State Polytechnic University, Pomona, CA, USA; Department of Electrical and Computer Engineering, California State Polytechnic University, Pomona, CA, USA; Department of Electrical and Computer Engineering, California State Polytechnic University, Pomona, CA, USA; Naval Surface Warfare Center, Corona Division, Norco, CA, USA; Coordinated Science Laboratory, University of Illinois at Urbana-Champaign, Champaign, IL, USA",IEEE Embedded Systems Letters,"12 Jun 2025","2025","17","3","164","167","Field-programmable gate arrays (FPGAs) and field-programmable analog arrays (FPAAs) are reconfigurable circuits that enable flexible digital and analog implementations post-manufacturing. FPGAs are widely used in telecommunications, mixed-signal, and embedded systems due to their parallel processing and reconfigurability. Meanwhile, FPAAs provide flexibility for analog systems, which is crucial for modern mixed-signal processing. This letter introduces ANUBIS, a hybrid system combining FPGA and FPAA technologies to generate true random number generators (TRNGs) for secure UAV communication. Due to its reliability and cost efficiency, ANUBIS leverages a thermistor circuit as an entropy source. The FPAA amplifies the analog noise generated by the thermistor, while the FPGA digitizes and processes the signal using Von Neumann whitening (VNW) to remove bias. The ASCON hash function is applied to the whitened bitstream to generate cryptographically secure keys. These keys are utilized in a DHKE to enable secure communication via Bluetooth low energy (BLE), an ideal protocol for energy-constrained UAV applications. ANUBIS demonstrates reconfigurability, power efficiency, and ease of implementation, showcasing its potential for secure communication applications. It achieves robust randomization, setting a new standard for UAV communication security and addressing applications requiring reliable TRNG solutions. The system consumes 1.615 W in total, with 1.54 W consumed by the FPGA and 75 mW by the FPAA. Resource utilization on the PYNQ-Z1 board includes 5186 LUTs (9.75%), 549 units of memory (3.15%), and 5.5 units of BRAM (3.93%), indicating moderate resource usage with room for future enhancements. By integrating reliable analog noise harvesting with efficient digital post-processing, ANUBIS offers a novel approach to TRNG design, demonstrating the potential for broader cryptographic applications in resource-constrained environments.","1943-0671","","10.1109/LES.2024.3510365","U.S. Navy Naval Engineering Education Consortium (NEEC)(grant numbers:N001742310002); Office of Naval Research (ONR) Summer Faculty Research Program (SFRP); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10783001","Diffie-Hellman key exchange;field-programmable analog array (FPAA);field-programmable gate array (FPGA);LWC;true random number generator (TRNG);UGV","Field programmable analog arrays;Field programmable gate arrays;Autonomous aerial vehicles;Noise;Entropy;Cryptography;Hash functions;Thermistors;DH-HEMTs;Complexity theory","","5","","19","IEEE","9 Dec 2024","June 2025","","IEEE","IEEE Journals"
