"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multidimensional Wind Speed Monitoring and Forecasting in Nuclear Power Busbar Systems Using IPFOA-Optimized Stacked LSTM and ARIMA Models","Z. Wang; G. Zhao","School of Information and Electronic Engineering, Shandong Technology and Business University, Yantai, China; School of Information and Electronic Engineering, Shandong Technology and Business University, Yantai, China",IEEE Transactions on Instrumentation and Measurement,"3 Dec 2025","2025","74","","1","21","To address the thermal imbalance and operational risks caused by wind speed fluctuations under high-current conditions in nuclear power busbar fans, this article proposes an intelligent approach combining multidimensional wind speed monitoring with hybrid forecasting. A distributed sensor network is deployed, and Bayesian filtering is applied for multisource data fusion and denoising to enhance input quality. To overcome the limitations of autoregressive integrated moving average model (ARIMA) in nonstationary data and the sensitivity of long short-term memory (LSTM) to noise and hyperparameters, an uncertainty-aware hybrid model integrating ARIMA and stacked LSTM is developed to jointly capture long-term trends and nonlinear dynamics. Furthermore, an improved peregrine falcon optimization algorithm (IPFOA) incorporating position, velocity, and direction perturbations is introduced for robust parameter tuning. Experimental results demonstrate superior prediction accuracy (with a mean absolute error (MAE) of 0.313 after incorporating uncertainty modeling) across varied environments, outperforming baseline models and advanced methods such as time-series Transformer (TST). Ablation studies confirm the independent effectiveness of each perturbation mechanism in enhancing optimization performance. The proposed method exhibits strong computational efficiency and deployment potential for intelligent monitoring and control of critical equipment in nuclear ventilation systems.","1557-9662","","10.1109/TIM.2025.3633347","Shandong Provincial Technology Innovation Guidance Program(grant numbers:YDZX2024138,2024CXGC010809,2024TSGG0509); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11250750","Autoregressive integrated moving average model (ARIMA);improved peregrine falcon optimization algorithm (IPFOA);multidimensional wind speed monitoring;nuclear power closed bus;stacked long short-term memory (LSTM)","Wind speed;Monitoring;Predictive models;Forecasting;Accuracy;Optimization;Covariance matrices;Long short term memory;Bayes methods;Noise","","","","35","IEEE","17 Nov 2025","2025","","IEEE","IEEE Journals"
"Recursive KalmanNet: Deep Learning-Augmented Kalman Filtering for State Estimation with Consistent Uncertainty Quantification","H. Mortada; C. Falcon; Y. Kahil; M. Clavaud; J. -P. Michel","Exail - Navigation Systems and Applications, Saint Germain en Laye, France; Exail - Navigation Systems and Applications, Saint Germain en Laye, France; Exail - Navigation Systems and Applications, Saint Germain en Laye, France; Exail - Navigation Systems and Applications, Saint Germain en Laye, France; Exail - Navigation Systems and Applications, Saint Germain en Laye, France",2025 33rd European Signal Processing Conference (EUSIPCO),"17 Nov 2025","2025","","","885","889","State estimation in stochastic dynamical systems with noisy measurements is a challenge. While the Kalman filter is optimal for linear systems with independent Gaussian white noise, real-world conditions often deviate from these assumptions, prompting the rise of data-driven filtering techniques. This paper introduces Recursive KalmanNet, a Kalman-filter-informed recurrent neural network designed for accurate state estimation with consistent error covariance quantification. Our approach propagates error covariance using the recursive Joseph's formula and optimizes the Gaussian negative log-likelihood. Experiments with non-Gaussian measurement white noise demonstrate that our model outperforms both the conventional Kalman filter and an existing state-of-the-art deep learning based estimator.","","978-9-4645-9362-4","10.23919/EUSIPCO63237.2025.11226444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11226444","Kalman filter;deep learning;state estimation;uncertainty quantification;recurrent neural networks","Deep learning;Recurrent neural networks;Uncertainty;Accuracy;Filtering;Stochastic processes;White noise;Kalman filters;Noise measurement;State estimation","","","","9","","17 Nov 2025","8-12 Sept. 2025","8-12 Sept. 2025","IEEE","IEEE Conferences"
"A Low-Latency Key Generation Accelerator Based on the Falcon Algorithm","L. He; H. Hu; Z. Cao","School of Microelectronics, Hefei University of Technology, Hefei, China; School of Microelectronics, Hefei University of Technology, Hefei, China; School of Microelectronics, Hefei University of Technology, Hefei, China",2025 4th International Conference on Electronic Information Technology (EIT),"14 Nov 2025","2025","","","126","130","The rapid advancement of quantum computing critically threatens traditional public-key cryptosystems, urgently requiring practical deployment of Post-Quantum Cryptography (PQC). This work addresses the latency challenge in key generation for the National Institute of Standards and Technology (NIST)-standardized Falcon algorithm by proposing a pure hardware-based accelerator architecture. The architecture optimizes three components: double-precision floating-point FFT/IFFT, and discrete Gaussian sampling. Through pipelined parallelism and reconfigurable butterfly units, 1024-point FFT/IFFT transformations are completed in 780 cycles (23.2% latency reduction). A parallel padding strategy and rapid screening mechanism minimize redundant Gaussian sampling computations. On the Xilinx XC7VX485T platform, the FFT/IFFT core consumes 166,947 LUTs, 133,091 FFs, and 324 DSPs, with the full architecture achieving 6 μs latency at 130 MHz. This provides an efficient hardware foundation for low-latency post-quantum cryptography in IoT and edge devices","","979-8-3315-7605-9","10.1109/EIT67313.2025.11231850","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11231850","PQC;Double-Precision Floating-Point;Key Generation;Hardware Implementation;Low Latency","Quantum computing;Parallel processing;NIST;Public key cryptography;Table lookup;Cryptography;Low latency communication;Information technology;Hardware acceleration;Field programmable gate arrays","","","","11","IEEE","14 Nov 2025","22-24 Aug. 2025","22-24 Aug. 2025","IEEE","IEEE Conferences"
"Comparison and Grouping of Post-Quantum Digital Signature Algorithms for Mobile Applications, IoT, and Servers","W. Aguilar; G. Calderon; C. Alfaro","Universidad Don Bosco, San Salvador, El Salvador; Universidad Don Bosco, San Salvador, El Salvador; Universidad Don Bosco, San Salvador, El Salvador",2025 IEEE Central America and Panama Student Conference (CONESCAPAN),"14 Nov 2025","2025","","","1","6","The advent of quantum computing poses a considerable challenge to conventional cryptography, as many existing digital signature systems could become vulnerable to quantum attacks. In this work, we apply an unsupervised clustering approach to analyze post-quantum digital signature algorithms, using performance metrics obtained with different message sizes. Dimensionality reduction techniques were employed through Principal Component Analysis (PCA), along with the DBSCAN algorithm, which enables the identification of clusters without requiring a predefined number of groups. The quality of the clusters was evaluated using the Silhouette, Davies-Bouldin, and Calinski-Harabasz indices. The results made it possible to associate algorithms with specific scenarios: SLH-DSA fast for mobile devices, SLH-DSA small for IoT, and ML-DSA and Falcon for servers. This classification can guide the selection of algorithms according to the capabilities and constraints of the implementation environment.","","979-8-3315-7560-1","10.1109/CONESCAPAN67936.2025.11229761","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229761","Clustering;DBSCAN;digital signature;quantum computing;Post-quantum algorithms;public-key cryptography","Quantum computing;Clustering algorithms;Public key cryptography;Performance metrics;Mobile handsets;Classification algorithms;Mobile applications;Servers;Digital signatures;Principal component analysis","","","","0","IEEE","14 Nov 2025","23-27 Sept. 2025","23-27 Sept. 2025","IEEE","IEEE Conferences"
"An Evaluation of Post-Quantum Cryptographic Algorithms in IoT-Blockchain Systems","R. Takenouchi; H. Kurisaka; Y. Su; K. Nguyen; H. Sekiya","Graduate School of Science and Engineering, Chiba University; Graduate School of Science and Engineering, Chiba University; Graduate School of Science and Engineering, Chiba University; Graduate School of Science and Engineering, Chiba University; Graduate School of Science and Engineering, Chiba University",2025 Fifteenth International Conference on Mobile Computing and Ubiquitous Networking (ICMU),"6 Nov 2025","2025","","","1","4","As quantum computing threatens the security of traditional cryptographic algorithms used in blockchain systems, integrating post-quantum cryptography (PQC) into IoT-blockchain environments has become a critical research direction. However, the practicality of PQC in resource-constrained IoT devices remains largely unexplored. This paper presents a fully operational IoT-blockchain system that concurrently runs PQC algorithms and blockchain processes on Raspberry Pi 4 nodes using Ethereum and Proof-of-Stake consensus. We implement and evaluate three NIST-recommended PQC algorithms (i.e., Dilithium, FALCON, and SPHINCS+) and assess their impact on CPU utilization, memory and disk usage, and power consumption. The results show that SPHINCS+ introduces significant overhead due to its hash-based signature scheme, whereas Dilithium and FALCON have minimal performance impact and are more suitable for constrained environments. All PQC algorithms, however, lead to a notable increase in disk usage. This study provides the first system-level evaluation of PQC-integrated IoT-blockchain platforms and offers practical insights for secure and efficient deployment in the post-quantum era.","","978-4-907626-55-6","10.23919/ICMU65253.2025.11219152","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11219152","IoT;Blockchain;PQC","Hands;Proof of stake;Quantum computing;Power demand;Memory management;Internet of Things;Mobile computing","","","","14","","6 Nov 2025","10-12 Sept. 2025","10-12 Sept. 2025","IEEE","IEEE Conferences"
"Secure Medical IoT Networks Using Blockchain and Post-Quantum Cryptography","J. Señor; J. Señor; J. Portilla","Universidad Politécnica de Madrid, Madrid, España; Universidad Politécnica de Madrid, Madrid, España; Universidad Politécnica de Madrid, Madrid, España",IECON 2025 – 51st Annual Conference of the IEEE Industrial Electronics Society,"6 Nov 2025","2025","","","1","6","Securing sensitive medical data in IoT-based healthcare systems is increasingly critical due to growing cybersecurity threats and the emergence of quantum computing. This paper addresses these challenges by proposing a decentralized architecture that integrates blockchain technology and postquantum cryptography (PQC) to ensure data integrity, privacy, and resilience. The solution employs the Practical Byzantine Fault Tolerance (PBFT) consensus algorithm to maintain a tamper-resistant ledger of data locations, while encrypted medical records are distributed across Raspberry Pi nodes. Communications between sensor nodes and storage servers are protected using PQC primitives such as CRYSTALS-Kyber and Falcon. The methodology includes a lightweight protocol designed for resource-constrained environments and a storage scheme that optimizes scalability and energy efficiency. Experimental results validate the scalability and effectiveness of this architecture in real-world healthcare settings, demonstrating its potential as a secure and sustainable framework for electronic medical data management.","","979-8-3315-9681-1","10.1109/IECON58223.2025.11221070","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11221070","Blockchain;IoT;Post-Quantum Cryptography;PBFT;Distributed Storage","Data privacy;Protocols;Law;Scalability;Data integrity;Medical services;Computer architecture;Robustness;Blockchains;Servers","","","","21","IEEE","6 Nov 2025","14-17 Oct. 2025","14-17 Oct. 2025","IEEE","IEEE Conferences"
"Recipe Suggestion Based on Ingredients Using Large Language Models","M. Patel; D. Bhalani; A. S. Chudasama; N. Rathore; S. Gautam; R. R. Naik; V. Patel","Computer Science & Engineering, Indore Institute of Science and Technology, Indore, India; Computer Science & Engineering, Nirma University, Ahmedabad, India; Computer Science & Engineering, Nirma University, Ahmedabad, India; Computer Science & Engineering, Nirma University, Ahmedabad, India; Computer Science & Engineering, Nirma University, Ahmedabad, India; Computer Science & Engineering, Nirma University, Ahmedabad, India; Huminities & Social Sciences, Nirma University, Ahmedabad, India",2025 International Conference on Artificial intelligence and Emerging Technologies (ICAIET),"30 Oct 2025","2025","","","1","7","Food plays a crucial part in the basic facets of our lives, having a significant impact on our emotional, social, and cultural well-being as well as our physiological nourishment. The usage of Falcon 7B and Mistral 7B models, two natural language processing (NLP) models, for recipe recommendation systems is the main focus of this study. With a 7 billion parameter count the Falcon 7B uses a multi-query approach and integrates the FlashAttention technology to attain remarkable performance levels. Grouped-query attention (GQA) and sliding window attention (SWA) are used in the 7 billion-parameter model Mistral 7B to improve the computational efficiency of processing long sequences. A detailed analysis is conducted, comparing these two models with significant metrics like the bilingual evaluation understudy (BLEU), providing insightful information about how successful these models are. TIn addition to demonstrating the potential of NLP models to improve culinary experiences by offering individualized and diverse meal recommendations, the research emphasizes the profound significance of food in the human experience.","","979-8-3315-1375-7","10.1109/ICAIET65052.2025.11211074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11211074","Recipe suggestion;NLP;Falcon 7B;Mistral 7B;large language models (LLMs)","Training;Measurement;Analytical models;Computational modeling;Large language models;Instruments;Tin;Natural language processing;Physiology;Recommender systems","","","","24","IEEE","30 Oct 2025","28-30 Aug. 2025","28-30 Aug. 2025","IEEE","IEEE Conferences"
"Optimizing the Falcon PQC Algorithm: Reducing The Execution Time","A. Sivakumar; H. S. Lamkuche","School of Computing Science and Engineering, VIT Bhopal University, Kothrikalan, Sehore, MP; School of Computing Science and Engineering, VIT Bhopal University, Kothrikalan, Sehore, MP",2025 International Conference on Emerging Information Technology and Engineering Solutions (EITES),"23 Oct 2025","2025","","","107","112","The quantum computing continues to advance, the security of conventional cryptographic systems faces significant risks, prompting rapid developments in post-quantum cryptography (PQC). This paper presents a series of targeted improvements to the Falcon digital signature scheme in post-quantum cryptography. The analysis of Falcon’s framework, several areas can be identified where optimizations could enhance performance. This lowers the computing overhead while maintaining the algorithm’s resilience to quantum attacks by using GPU offloading, parameter recalibration, and other optimization strategies. Experimental evaluation shows an approximate 11% reduction in execution time without compromising the security guaranteed by the original method. These enhancements make it more practical for resource-constrained environments.","","979-8-3315-3743-2","10.1109/EITES66543.2025.00027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11206238","Post-Quantum Cryptography;Falcon;Latticebased Signatures;Optimization;GPU Acceleration;FFT;Gaussian Sampling","Quantum computing;Graphics processing units;Approximation algorithms;Cryptography;Information technology;Optimization;Faces;Digital signatures;Resilience","","","","23","IEEE","23 Oct 2025","24-25 July 2025","24-25 July 2025","IEEE","IEEE Conferences"
"Implementing Post-Quantum Cyber Security in Financial Systems","N. Voloch; N. Voloch - Bloch","Computer Engineering Department, Ruppin Academic Center, Israel; Raicol Crystals Ltd, Rosh Ha’Ayin, Israel",2025 15th International Conference on Advanced Computer Information Technologies (ACIT),"9 Oct 2025","2025","","","532","536","Quantum computing threatens classical cryptographic systems, particularly those used in financial security infrastructures. This paper explores the implementation of post-quantum cryptography (PQC) in financial systems, addressing the vulnerabilities of traditional schemes such as RSA, ECC, and Diffie-Hellman. It examines NIST’s standardized PQC algorithms, including Kyber for key exchange and Dilithium and Falcon for digital signatures. The study highlights the role of hybrid cryptographic approaches in ensuring a seamless transition, with a focus on post-quantum TLS 1.3 for secure financial communications. Additionally, blockchain security is analyzed with SPHINCS+ for quantum-resistant signatures. The paper reviews existing research on PQC adoption in financial applications, emphasizing security, performance, and regulatory considerations. The findings underscore the necessity of proactive PQC integration to safeguard financial transactions against quantum threats.","2770-5226","979-8-3315-9544-9","10.1109/ACIT65614.2025.11185847","Ruppin Academic Center; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11185847","Post Quantum Cryptography (PQC);Cybersecurity;Encryption;Financial Systems;Quantum Resilience","Quantum computing;Reviews;Elliptic curve cryptography;Encryption;Blockchains;Quantum cryptography;Information technology;Computer crime;Digital signatures;Resilience","","1","","23","IEEE","9 Oct 2025","17-19 Sept. 2025","17-19 Sept. 2025","IEEE","IEEE Conferences"
"PQ-V2X: A Novel Postquantum Cryptographic Dataset for Secure Vehicular Communications","S. A. Abdel Hakeem; H. Kim","School of Electronics Engineering, Chungbuk National University, Cheongju, South Korea; School of Electronics Engineering, Chungbuk National University, Cheongju, South Korea",IEEE Internet of Things Journal,"10 Dec 2025","2025","12","24","53704","53729","Quantum computing threatens the cryptographic foundations of vehicle-to-everything (V2X) security. We present PQ-V2X, a large-scale dataset and benchmarking suite for postquantum intrusion detection that integrates cryptographic artifacts, vehicular mobility, and zone-aware channel conditions. The dataset comprises five million labeled records spanning 23 attack types across postquantum, hybrid, and classical families, including 10.05% real traces generated from Kyber, Dilithium, Falcon, and SPHINCS+. We evaluate ten machine-learning models under synthetic and hybrid settings and introduce the detection efficiency-resource (DER) metric to capture accuracy–cost tradeoffs. LightGBM attains perfect detection with high DER while training substantially faster than CatBoost; nonboosted models close the classical–quantum gap as data scales from 100K to 200K, though SPHINCS+-based vectors remain challenging. Tunnel zones amplify risk, underscoring the value of zone-aware features. PQ-V2X is, to the best of our knowledge, the first V2X dataset to combine NIST PQC traces, hybrid threats, mobility, and resource-aware benchmarking; data and code are released to enable reproducible, quantum-resilient IDS research.","2327-4662","","10.1109/JIOT.2025.3618153","National Research Foundation of Korea (NRF) Grant for Regional Leading Research Center (RLRC) by the Korean Government through the Ministry of Science and ICT (MSIT)(grant numbers:2022R1A5A-8026986); MSIT, South Korea, under the Grand Information Technology Research Center Support Program (Grand-ICT) supervised by the Institute for Information and Communications Technology Planning and Evaluation (IITP)(grant numbers:IITP-2023-2020-0-01462); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11193862","Dataset generation;detection efficiency-resource (DER) ratio;hybrid threat detection;intrusion detection;machine learning;postquantum cryptography (PQC);real cryptographic traces;real-world evaluation;resource-constrained deployment;synthetic data;vehicular mobility;zone-aware feature engineering","Cryptography;Benchmark testing;Vehicle-to-everything;Intrusion detection;Roads;Surveys;Elliptic curve cryptography;Controller area networks;Authentication;Analytical models","","","","37","IEEE","6 Oct 2025","15 Dec.15, 2025","","IEEE","IEEE Journals"
"Application Development and Design of Software Radar for Urban Anti-drone","J. Mao; Y. Zhu; X. Zhu","Sichuan Jiuzhou Falcon Technologies Co. Ltd Mianyang, Sichuan; Aerospace Information Research Institute Chinese Academy of Sciences, Beijing, China; Sichuan Jiuzhou Falcon Technologies Co. Ltd Mianyang, Sichuan",2025 6th International Conference on Electronic Communication and Artificial Intelligence (ICECAI),"29 Sep 2025","2025","","","684","688","In this paper, an open layered architecture is used to realize the applied design of software-based radar for urban antidrone, which supports “requirements can be customized, software can be reconfigurable, hardware can be reconfigurable”, effectively shortening the system development cycle and reducing the development cost. The software adopts a modular development mode, which can support the rapid reconfiguration of the system workflow.","","979-8-3315-1476-1","10.1109/ICECAI66283.2025.11170928","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11170928","SOFTWARE RADAR;URBAN ANTI-DRONE;APPLICATION","Costs;Software;Hardware;Radar applications;Application software;Artificial intelligence","","","","15","IEEE","29 Sep 2025","20-22 June 2025","20-22 June 2025","IEEE","IEEE Conferences"
"Development and Design of Software Radar for Urban Anti-drone","J. Mao; Y. Zhu; X. Zhu","Sichuan Jiuzhou Falcon Technologies Co., Ltd, Mianyang, Sichuan; Aerospace Information Research Institute Chinese Academy of Sciences, Beijing, China; Sichuan Jiuzhou Falcon Technologies Co., Ltd, Mianyang, Sichuan",2025 6th International Conference on Electronic Communication and Artificial Intelligence (ICECAI),"29 Sep 2025","2025","","","689","693","In this paper, the system design of software-based urban anti-drone radar is implemented, which supports “requirements can be customized, software can be reconfigurable, hardware can be reorganized”, system hardware and software decoupling and rapid reconfiguration and upgrade, effectively shortening the system development cycle and reducing the development cost.","","979-8-3315-1476-1","10.1109/ICECAI66283.2025.11170500","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11170500","SOFTWARE RADAR;URBAN ANTI-DRONE;MULTITASKING SYSTEM","Costs;Radar;Multitasking;Software;Hardware;Artificial intelligence;System analysis and design","","","","10","IEEE","29 Sep 2025","20-22 June 2025","20-22 June 2025","IEEE","IEEE Conferences"
"ALCER3D: Adaptive Learning Constraints for Enhanced Retrieval of Complex Indoor 3D Scenarios","A. Falcon; A. Abdari; G. Serra","University of Udine, Udine, Italy; University of Udine, Udine, Italy; University of Udine, Udine, Italy",IEEE Transactions on Multimedia,"18 Dec 2025","2025","27","","9581","9591","The Metaverse is growing rapidly, resulting in thousands of rich virtual universes. This results in a difficult search process for the user, making advanced search tools a necessity. Existing methods leverage contrastive learning to obtain a function mapping a 3D scene and its textual descriptions into similar representations. However, Metaverse scenarios are complex, multimedia-rich 3D scenes containing many elements, making cross-modal alignment difficult. For instance, a museum dedicated to Van Gogh is unrelated to Warhol, yet it shares similarities with Matisse or Monet. To make the mapping functions aware of these nuances, we propose a novel learning strategy to integrate Adaptive Optimization Constraints, computing data-dependent distances using a language-based method we design and enforcing them between the representations at training time. This novelty sets our approach apart from standard procedures enforcing the same distance. We validate the effectiveness of two datasets, one including 6000 apartments, and a novel dataset of 3000 museums that we collect. We observe consistent improvements compared to existing methods. Moreover, we obtain better generalization when with very complex scenarios, e.g. on the museums dataset it obtains an average R@1 of 5.2% compared to 1.2% obtained by existing methods.","1941-0077","","10.1109/TMM.2025.3613176","MUR Progetti di Ricerca di Rilevante Interesse Nazionale(grant numbers:2022YTE579,CUP G53D23002930006); Next-Generation EU - M4 C2 I1.1; Department Strategic Plan of the University of Udine; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11175509","Text-metaverse retrieval;metaverse;complex 3D scenes;contrastive learning;custom loss function","Three-dimensional displays;Museums;Metaverse;Training;Optimization;Contrastive learning;Standards;Solid modeling;Artificial intelligence;Adaptation models","","","","60","IEEE","22 Sep 2025","2025","","IEEE","IEEE Journals"
"Multi-Vehicle Collaborative Trajectory Planning for AVP in Parking Lots: A Bio-Inspired Evolutionary Reinforcement Learning Approach","X. Liu; H. Si; G. Owusu Boateng; X. Guo; Y. Cao; B. Qian; N. Ansari","School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; Department of Communications and Networking, Xi’an Jiaotong–Liverpool University, Suzhou, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; Department of Electrical and Computer Engineering, Advanced Networking Laboratory, New Jersey Institute of Technology, Newark, NJ, USA",IEEE Transactions on Intelligent Transportation Systems,"4 Dec 2025","2025","26","12","22789","22803","Efficient trajectory planning in Autonomous Valet Parking (AVP) remains challenging due to multiple vehicle interactions and environmental complexities. Existing single-agent Reinforcement Learning (RL) approaches face challenges in balancing complexity, convergence, and knowledge efficiency, often resulting in increased collisions and longer travel times. To address these issues, this paper proposes a Bio-inspired Evolutionary Reinforcement Learning (BERL) framework for multi-vehicle collaborative trajectory planning, where each vehicle is modeled as a Fusion Architecture for Learning and Cognition Network (FALCON) agent based on Adaptive Resonance Theory (ART). The BERL framework comprises three core modules: 1) Meme Reinforcement Learning (MRL), which enables agents to learn independently and adapt to changing environments; 2) Expert-Guided Evolutionary Learning (EGEL), which facilitates knowledge transfer from expert agents to less experienced ones, enhancing coordination; and 3) Integrated Forgetting and Memory Optimization (IFMO), which optimizes memory use and reduces algorithm complexity. Additionally, the BERL framework supports model and sensor quality heterogeneity in the multi-vehicle trajectory planning scenario. Finally, we build an AVP Simulation (AVPS) platform to validate the performance of the proposed framework. Comprehensive simulation results demonstrate that the BERL framework improves success rate and parking efficiency by at least 15.7% and 16.7%, respectively, as compared to state-of-the-art algorithms. Additionally, the proposed IFMO module reduces the number of memes in the FALCON agent by 30.2% while maintaining stable performance.","1558-0016","","10.1109/TITS.2025.3607312","National Natural Science Foundation of China(grant numbers:62171086); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11164663","Autonomous valet parking;trajectory planning;evolutionary reinforcement learning;multi-agent systems","Trajectory planning;Optimization;Collaboration;Reinforcement learning;Complexity theory;Vehicle dynamics;Autonomous vehicles;Real-time systems;Planning;Multi-agent systems","","","","52","IEEE","16 Sep 2025","Dec. 2025","","IEEE","IEEE Journals"
"FALCON: A Framework for Fault Prediction in Open RAN Using Multi-Level Telemetry","Y. K. LS; S. Jain; B. R. Tamma; K. Kondepu","Indian Institute of Technology, Hyderabad, India; Indian Institute of Technology, Hyderabad, India; Indian Institute of Technology, Hyderabad, India; Indian Institute of Technology, Dharwad, India",IEEE INFOCOM 2025 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),"12 Sep 2025","2025","","","1","6","Open Radio Access Network (O-RAN) has brought in deployment flexibility and intelligent RAN control for mobile operators through its disaggregated and modular architecture using open interfaces. However, this disaggregation introduces complexities in system integration and network management, as components are often sourced from different vendors. In addition, the operators who are relying on open source and virtualized components — which are deployed on commodity hardware — require additional resilient solutions as O-RAN deployments suffer from the risk of failures at multiple levels including infrastructure, platform, and RAN levels. To address these challenges, this paper proposes FALCON, a fault prediction framework for O-RAN, which leverages infrastructure-, platform-, and RAN-level telemetry to predict faults in virtualized O-RAN deployments. By aggregating and analyzing metrics from various components at different levels using AI/ML models, the FALCON framework enables proactive fault management, providing operators with actionable insights to implement timely preventive measures. The FALCON framework, using a Random Forest classifier, outperforms two other classifiers on the predicted telemetry, achieving an average accuracy and F1-score of more than 98%.","2833-0587","979-8-3315-4370-9","10.1109/INFOCOMWKSHPS65812.2025.11152804","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11152804","Open RAN;Network Telemetry;Resilient Networks;Fault Prediction","Measurement;Analytical models;Conferences;Open RAN;System integration;Computer architecture;Hardware;Complexity theory;Telemetry;Random forests","","1","","19","IEEE","12 Sep 2025","19-19 May 2025","19-19 May 2025","IEEE","IEEE Conferences"
"Improving Privacy and User Experience of Self-Regulated Learning Using Local Large Language Models (LLMs)","S. Maillard","Central Michigan University, Mount Pleasant, MI, United States",2025 IEEE 4th International Conference on Computing and Machine Intelligence (ICMI),"8 Sep 2025","2025","","","1","6","Recent years have seen a growing usage of artificial intelligence in the education field, especially for self-regulated learning with formative feedback. This evolution has dramatically transformed how educators teach and how students learn. This paper introduces a platform for self-regulated learning for students with formative feedback that enables teachers to generate content and interact with a large language model (LLM). The motivation lies in providing a reliable self-regulated learning tool to students and teachers that offers better security and privacy, as well as improved flexibility and control on the models used. The main contribution of this study lies in the development of an offline platform to offer increased security and privacy to the user. For this purpose, the platform exclusively uses large local language models. In addition, it offers greater flexibility by allowing educational staff to choose between various LLMs that fit better their needs and standards. Compared to existing solutions, the work presented here offers increased security, privacy, and model flexibility. When using a human evaluation, it gives similar quality in terms of student feedback when using Mistral Instruct. When evaluating the system with a ROUGE score, it shows that Llama 3 generates a feedback closer to the reference feedback from the LEAP platform. Despite a long response time to student feedback, it offers a novel solution for educational institutions willing to focus on privacy, security, and stricter control over the tools they use.","","979-8-3315-0913-2","10.1109/ICMI65310.2025.11141123","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11141123","Artificial Intelligence;Machine Learning;Privacy;Education;Student;Large Language Model (LLM);LLaMA;Mistral;Falcon;GPT4All;Formative Feedback;Offline","Privacy;Computational modeling;Large language models;Graphics processing units;User experience;Security;Time factors;Artificial intelligence;Standards;Testing","","","","15","IEEE","8 Sep 2025","5-6 April 2025","5-6 April 2025","IEEE","IEEE Conferences"
"MANGO: Learning Disentangled Image Transformation Manifolds with Grouped Operators","B. Ancelin; Y. Chen; A. Saad-Falcon; P. Guan; C. Kaushik; N. Singh; B. Martin-Urcelay","ML@GT; ML@GT; ML@GT; Dept. of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA; Dept. of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA; ML@GT; Dept. of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA",2025 International Conference on Sampling Theory and Applications (SampTA),"29 Aug 2025","2025","","","1","5","Learning semantically meaningful image transformations (i.e. rotation, thickness, blur) directly from examples can be a challenging task. Recently, the Manifold Autoencoder (MAE) [1] proposed using a set of Lie group operators to learn image transformations directly from examples. However, this approach has limitations, as the learned operators are not guaranteed to be disentangled and the training routine is prohibitively expensive when scaling up the model. To address these limitations, we propose MANGO (transformation Manifolds with Grouped Operators) for learning disentangled operators that describe image transformations in distinct latent subspaces. Moreover, our approach allows practitioners the ability to define which transformations they aim to model, thus improving the semantic meaning of the learned operators. Through our experiments, we demonstrate that MANGO enables composition of image transformations and introduces a one-phase training routine that leads to a 100× speedup over prior works.","2694-0108","979-8-3315-0250-8","10.1109/SampTA64769.2025.11133570","James S. McDonnell Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11133570","Image transformations;disentangled representation;autoencoder;generative model","Manifolds;Training;Image transformation;Autoencoders;Semantics;Lie groups","","","","28","USGov","29 Aug 2025","28 July-1 Aug. 2025","28 July-1 Aug. 2025","IEEE","IEEE Conferences"
