"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"V73L8XSN","conferencePaper","2022","Byrne, Anthony; Pang, Yanni; Zou, Allen; Nadgowda, Shripad; Coskun, Ayse K.","MicroFaaS: energy-efficient serverless on bare-metal single-board computers","Proceedings of the 2022 Conference & Exhibition on Design, Automation & Test in Europe","978-3-9819263-6-1","","","https://dl.acm.org/doi/10.5555/3539845.3540026","Serverless function-as-a-service (FaaS) platforms offer a radically-new paradigm for cloud software development, yet the hardware infrastructure underlying these platforms is based on a decades-old design pattern. The rise of FaaS presents an opportunity to reimagine cloud infrastructure to be more energy-efficient, cost-effective, reliable, and secure. In this paper, we show how replacing handfuls of x86-based rack servers with hundreds of ARM-based single-board computers could lead to a virtualization-free, energy-proportional cloud that achieves this vision. We call our systematically-designed implementation MicroFaaS, and we conduct a thorough evaluation and cost analysis comparing MicroFaaS to a throughput-matched FaaS platform implemented in the style of conventional virtualization-based cloud systems. Our results show a 5.6x increase in energy efficiency and 34.2% decrease in total cost of ownership compared to our baseline.","2022-05-31","2026-04-15 15:47:36","2026-04-15 15:47:36","2026-04-15","754–759","","","","","","MicroFaaS","DATE '22","","","","European Design and Automation Association","Leuven, BEL","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/FPPSIAUV/Byrne et al. - 2022 - MicroFaaS energy-efficient serverless on bare-metal single-board computers.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6I2DWAZ","conferencePaper","2024","Schröder, Robin Leander; Gast, Stefan; Guo, Qian","Divide and surrender: exploiting variable division instruction timing in HQC key recovery attacks","Proceedings of the 33rd USENIX Conference on Security Symposium","978-1-939133-44-1","","","","We uncover a critical side-channel vulnerability in the Hamming Quasi-Cyclic (HQC) round 4 optimized implementation arising due to the use of the modulo operator. In some cases, compilers optimize uses of the modulo operator with compiletime known divisors into constant-time Barrett reductions. However, this optimization is not guaranteed: for example, when a modulo operation is used in a loop the compiler may emit division (div) instructions which have variable execution time depending on the numerator. When the numerator depends on secret data, this may yield a timing side-channel. We name vulnerabilities of this kind Divide and Surrender (DaS) vulnerabilities.For processors supporting Simultaneous Multithreading (SMT) we propose a new approach called DIV-SMT which enables precisely measuring small division timing variations using scheduler and/or execution unit contention. We show that using only 100 such side-channel traces we can build a Plaintext-Checking (PC) oracle with above 90% accuracy. Our approach might also prove applicable to other instances of the DaS vulnerability, such as KyberSlash. We stress that exploitation with DIV-SMT requires co-location of the attacker on the same physical core as the victim.We then apply our methodology to HQC and present a novel way to recover HQC secret keys faster, achieving an 8-fold decrease in the number of idealized oracle queries when compared to previous approaches. Our new PC oracle attack uses our newly developed Zero Tester method to quickly determine whether an entire block of bits contains only zero-bits. The Zero Tester method enables the DIV-SMT powered attack on HQC-128 to complete in under 2 minutes on our targeted AMD Zen2 machine.","2024-08-12","2026-04-15 15:47:36","2026-04-15 15:47:36","2026-04-15","6669–6686","","","","","","Divide and surrender","SEC '24","","","","USENIX Association","USA","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVCNIL8J","conferencePaper","2024","Liu, Fengrun; Xie, Xiang; Yu, Yu","Scalable multi-party computation protocols for machine learning in the honest-majority setting","Proceedings of the 33rd USENIX Conference on Security Symposium","978-1-939133-44-1","","","","In this paper, we present a novel and scalable multi-party computation (MPC) protocol tailored for privacy-preserving machine learning (PPML) with semi-honest security in the honest-majority setting. Our protocol utilizes the Damgârd-Nielsen (Crypto'07) protocol with Mersenne prime fields. By leveraging the special properties of Mersenne primes, we are able to design highly efficient protocols for securely computing operations such as truncation and comparison. Additionally, we extend the two-layer multiplication protocol in ATLAS (Crypto'21) to further reduce the round complexity of operations commonly used in neural networks.Our protocol is very scalable in terms of the number of parties involved. For instance, our protocol completes the online oblivious inference of a 4-layer convolutional neural network with 63 parties in 0.1 seconds and 4.6 seconds in the LAN and WAN settings, respectively. To the best of our knowledge, this is the first fully implemented protocol in the field of PPML that can successfully run with such a large number of parties. Notably, even in the three-party case, the online phase of our protocol is more than 1.4× faster than the Falcon (PETS'21) protocol.","2024-08-12","2026-04-15 15:47:36","2026-05-03 10:35:45","2026-04-15","1939–1956","","","","","","","SEC '24","","","","USENIX Association","USA","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98P755CR","conferencePaper","2025","Cai, Jack; Vora, Ammar; Zhang, Randolph; Jeffrey, Mark C.","Attention-level speculation","Proceedings of the 42nd International Conference on Machine Learning","","","","","As Large Language Models (LLMs) grow in size and context length, efficient inference strategies are essential to maintain low-latency token generation. Unfortunately, conventional tensor and data parallelism face diminishing returns when scaling across multiple devices. We propose a novel form—attention-level speculative parallelism (ALSpec)—that predicts self-attention outputs to execute subsequent operations early on separate devices. Our approach overlaps attention and non-attention computations, reducing the attention latency overhead at 128K context length by up to 5× and improving end-to-end decode latency by up to 1.65×, all without sacrificing quality. We establish the fundamental pillars for speculative execution and provide an execution paradigm that simplifies implementation. We show that existing attention-approximation methods perform well on simple information retrieval tasks, but they fail in advanced reasoning and math. Combined with speculative execution, we can approximate up to 90% of self-attention without harming model correctness. Demonstrated on Tenstorrent's NPU devices, we scale up LLM inference beyond current techniques, paving the way for faster inference in transformer models.","2025-07-13","2026-04-15 15:47:36","2026-04-15 15:47:36","2026-04-15","6291–6318","","","267","","","","ICML'25","","","","JMLR.org","Vancouver, Canada","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQQAY4I9","conferencePaper","2023","Xu, Chuanqi; Erata, Ferhat; Szefer, Jakub","Exploration of Power Side-Channel Vulnerabilities in Quantum Computer Controllers","Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security","979-8-4007-0050-7","","10.1145/3576915.3623118","https://dl.acm.org/doi/10.1145/3576915.3623118","The rapidly growing interest in quantum computing also increases the importance of securing these computers from various physical attacks. Constantly increasing qubit counts and improvements to the fidelity of the quantum computers hold great promise for the ability of these computers to run novel algorithms with highly sensitive intellectual property. However, in today's cloud-based quantum computer setting, users lack physical control over the computers. Physical attacks, such as those perpetrated by malicious insiders in data centers, could be used to extract sensitive information about the circuits being executed on these computers. This work shows the first exploration and study of power-based side-channel attacks in quantum computers. The explored attacks could be used to recover information about the control pulses sent to these computers. By analyzing these control pulses, attackers can reverse-engineer the equivalent gate-level description of the circuits, and the algorithms being run, or data hard-coded into the circuits. This work introduces five new types of attacks, and evaluates them using control pulse information available from cloud-based quantum computers. This work demonstrates how and what circuits could be recovered, and then in turn how to defend from the newly demonstrated side-channel attacks on quantum computing systems.","2023-11-21","2026-04-15 15:47:36","2026-04-15 15:47:36","2026-04-15","579–593","","","","","","","CCS '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/NU97TNAZ/Xu et al. - 2023 - Exploration of Power Side-Channel Vulnerabilities in Quantum Computer Controllers.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RAHGQG7Z","conferencePaper","2017","Parthasarathy, Nikhil; Batty, Eleanor; Falcon, William; Rutten, Thomas; Rajpal, Mohit; Chichilnisky, E. J.; Paninski, Liam","Neural networks for efficient Bayesian decoding of natural images from retinal neurons","Proceedings of the 31st International Conference on Neural Information Processing Systems","978-1-5108-6096-4","","","https://dl.acm.org/doi/10.5555/3295222.3295390","Decoding sensory stimuli from neural signals can be used to reveal how we sense our physical environment, and is valuable for the design of brain-machine interfaces. However, existing linear techniques for neural decoding may not fully reveal or exploit the fidelity of the neural signal. Here we develop a new approximate Bayesian method for decoding natural images from the spiking activity of populations of retinal ganglion cells (RGCs). We sidestep known computational challenges with Bayesian inference by exploiting artificial neural networks developed for computer vision, enabling fast nonlinear decoding that incorporates natural scene statistics implicitly. We use a decoder architecture that first linearly reconstructs an image from RGC spikes, then applies a convolutional autoencoder to enhance the image. The resulting decoder, trained on natural images and simulated neural responses, significantly outperforms linear decoding, as well as simple point-wise nonlinear decoding. These results provide a tool for the assessment and optimization of retinal prosthesis technologies, and reveal that the retina may provide a more accurate representation of the visual scene than previously appreciated.","2017-12-04","2026-04-15 15:47:36","2026-05-03 10:21:17","2026-04-15","6437–6448","","","","","","","NIPS'17","","","","Curran Associates Inc.","Red Hook, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/6VWYM42H/Parthasarathy et al. - 2017 - Neural networks for efficient Bayesian decoding of natural images from retinal neurons.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZTX4EGV","conferencePaper","2025","Dong, Ben; Wang, Qian","EPQUIC: Efficient Post-Quantum Cryptography for QUIC-Enabled Secure Communication","Proceedings of the Great Lakes Symposium on VLSI 2025","979-8-4007-1496-2","","10.1145/3716368.3735199","https://dl.acm.org/doi/10.1145/3716368.3735199","Advances in quantum computing threaten classical cryptographic algorithms like RSA and ECC by enabling efficient problem-solving in polynomial time. In response, the National Institute of Standards and Technology (NIST) has standardized post-quantum cryptographic (PQC) algorithms. While there have been some studies of integrating PQC into the TLS protocol for key establishment and signature generation, limited research exists on profiling these newly standardized algorithms in computational resource-constrained embedded systems for IoT usage. This work integrates NIST’s PQC algorithms into TLS servers and clients on embedded systems like Raspberry Pi with an Arm Cortex-A72 SoC. We benchmark PQC algorithms against classical ones, showing that the Kyber Key Encapsulation Mechanism (KEM) outperforms ECDH by up to 2.55×. PQC signature algorithms (Dilithium, Falcon, and SPHINCS+) achieve 6.82×, 40.6%, and 9.3% of RSA’s signing performance and 27.5%, 1.46×, and 0.04% for verification, respectively. We also evaluate PQC-TLS on embedded SoCs, revealing handshake latency increases of ∼ 10–91% at Level 5 security. Furthermore, we are the first to evaluate the PQC-enabled QUIC protocol on an embedded system. We aim to optimize the performance overhead by leveraging QUIC’s quick connection establishment trait as a UDP-only protocol.keywords: Post-quantum Cryptography, Embedded System, QUIC, TLS protocol","2025-06-29","2026-04-15 15:47:36","2026-05-03 10:10:20","2026-04-15","141–146","","","","","","EPQUIC","GLSVLSI '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","<p>Export Date: 02 May 2026; Cited By: 2</p>; <p>Export Date: 02 May 2026; Cited By: 2; Correspondence Address: Q. Wang; University of California, Merced, Merced, United States; email: qianwang@ucmerced.edu</p>","/Users/mac/Zotero/storage/DQWYANCC/Dong and Wang - 2025 - EPQUIC Efficient Post-Quantum Cryptography for QUIC-Enabled Secure Communication.pdf","","Authentication; Hardware security; Network security; Post quantum cryptography; Quantum computers; Quantum Computing; Quantum cryptography; Post quantum; Public key cryptography; Performance; Embedded systems; Cryptographic algorithms; Authentication Protocol; Embedded-system; System-on-chip; CryptoGraphics; Internet protocols; Post-quantum Cryptography; Seebeck effect; QUIC; Embedded System; Polynomial approximation; Problem-solving; Secure communication; TLS protocol; TLS protocols","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSXJ9SXL","conferencePaper","2025","Yuen, Tsz Hon; Chen, Ying-Teng; Pan, Shimin; Yu, Jiangshan; Liu, Joseph K.","Posterior Security: Anonymity and Message Hiding of Standard Signatures","Proceedings of the 2025 ACM SIGSAC Conference on Computer and Communications Security","979-8-4007-1525-9","","10.1145/3719027.3744797","https://dl.acm.org/doi/10.1145/3719027.3744797","We introduce posterior security of digital signatures, the additional security features after the original signature is generated. It is motivated by the scenario that some people store their secret keys in secure hardware and can only obtain a standard signature through a standardized interface. In this paper, we consider two different posterior security features: anonymity and message hiding.We first introduce incognito signature, a new mechanism to anonymize a standard signature. Different from other ring or group signatures, the signer generates a standard (non-anonymous) signature first. The signature is then anonymized by a converter before sending to the verifier, by hiding the signer public key with a set of decoy public keys. We then introduce concealed signature which hides the message in a commitment. The standard signature is converted such that it can be verified with the commitment. The models of posterior anonymity and posterior message hiding capture the separation of the signer and the converter. Anonymity or message hiding is provided by the converter after the creation of a standard signature by the signer. It is useful in applications like two-tier central bank digital currency, where users want to hide their addresses (public keys) and transaction amounts (messages) when the payment is settled in the interbank layer.","2025-11-22","2026-04-15 15:47:36","2026-05-03 09:56:24","2026-04-15","528–542","","","","","","Posterior Security","CCS '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/LNPXSQS3/Yuen et al. - 2025 - Posterior Security Anonymity and Message Hiding of Standard Signatures.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYD2KT6E","conferencePaper","2026","Liu, Yanyu; Fu, Jingying; Liu, Sixiang; Zou, Yitian; Zhang, Shouhua; Zhou, Jiehan","KV Cache Compression for Inference Efficiency in LLMs: A Review","Proceedings of the 4th International Conference on Artificial Intelligence and Intelligent Information Processing","979-8-4007-1935-6","","10.1145/3778534.3778567","https://dl.acm.org/doi/10.1145/3778534.3778567","With the rapid advancement of large language models (LLMs), the context length for inference continuously increases, leading to an exponential growth in the demand for Key-Value (KV) caching. This has resulted in a significant memory bottleneck, limiting the inference efficiency and scalability of the models. Therefore, optimizing the KV cache during inference is crucial for enhancing performance and efficiency. This review systematically examines current KV cache optimization techniques, including compression strategies such as selective token strategies, quantization, and attention compression. We evaluate the effectiveness, trade-offs, and application scenarios of these methods, providing a comprehensive analysis of their impact on memory usage and inference speed. We focus on identifying the limitations and challenges of existing methods, such as compatibility issues with different models and tasks. Additionally, this review highlights future research directions, including hybrid optimization techniques, adaptive dynamic strategies, and software-hardware co-design. These approaches aim to improve inference efficiency and promote the practical application of large language models.","2026-12-29","2026-04-15 15:47:36","2026-05-03 10:35:44","2026-04-15","207–212","","","","","","KV Cache Compression for Inference Efficiency in LLMs","AIIIP '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/RE6A2UL7/Liu et al. - 2026 - KV Cache Compression for Inference Efficiency in LLMs A Review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XEIK8SU","conferencePaper","2023","Kalibhat, Neha; Bhardwaj, Shweta; Bruss, Bayan; Firooz, Hamed; Sanjabi, Maziar; Feizi, Soheil","Identifying interpretable subspaces in image representations","Proceedings of the 40th International Conference on Machine Learning","","","","","We propose Automatic Feature Explanation using Contrasting Concepts (FALCON), an interpretability framework to explain features of image representations. For a target feature, FALCON captions its highly activating cropped images using a large captioning dataset (like LAION- 400m) and a pre-trained vision-language model like CLIP. Each word among the captions is scored and ranked leading to a small number of shared, human-understandable concepts that closely describe the target feature. FALCON also applies contrastive interpretation using lowly activating (counterfactual) images, to eliminate spurious concepts. Although many existing approaches interpret features independently, we observe in state-of-the-art self-supervised and supervised models, that less than 20% of the representation space can be explained by individual features. We show that features in larger spaces become more interpretable when studied in groups and can be explained with high-order scoring concepts through FALCON. We discuss how extracted concepts can be used to explain and debug failures in downstream tasks. Finally, we present a technique to transfer concepts from one (explainable) representation space to another unseen representation space by learning a simple linear transformation.","2023-07-23","2026-04-15 15:47:36","2026-05-03 10:17:12","2026-04-15","15623–15638","","","202","","","","ICML'23","","","","JMLR.org","Honolulu, Hawaii, USA","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2RV9PA4","conferencePaper","2018","Choi, Young-kyu; Cong, Jason","HLS-based optimization and design space exploration for applications with variable loop bounds","Proceedings of the International Conference on Computer-Aided Design","978-1-4503-5950-4","","10.1145/3240765.3240815","https://dl.acm.org/doi/10.1145/3240765.3240815","In order to further increase the productivity of field-programmable gate array (FPGA) programmers, several design space exploration (DSE) frameworks for high-level synthesis (HLS) tools have been recently proposed to automatically determine the FPGA design parameters. However, one of the common limitations found in these tools is that they cannot find a design point with large speedup for applications with variable loop bounds. The reason is that loops with variable loop bounds cannot be efficiently parallelized or pipelined with simple insertion of HLS directives. Also, making highly accurate prediction of cycles and resource consumption on the entire design space becomes a challenging task because of the inaccuracy of the HLS tool cycle prediction and the wide design space. In this paper we present an HLS-based FPGA optimization and DSE framework that produces a high-performance design even in the presence of variable loop bounds. We propose code transformations that increase the utilization of the compute resources for variable loops, including several computation patterns with loop-carried dependency such as floating-point reduction and prefix sum. In order to rapidly perform DSE with high accuracy, we describe a resource and cycle estimation model constructed from the information obtained from the actual HLS synthesis. Experiments on applications with variable loop bounds in Polybench benchmarks with Vivado HLS show that our framework improves the baseline implementation by 75X on average and outperforms current state-of-the-art DSE frameworks.","2018-11-05","2026-04-15 15:47:36","2026-04-15 15:47:36","2026-04-15","1–8","","","","","","","ICCAD '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/XS5CZKYP/Choi and Cong - 2018 - HLS-based optimization and design space exploration for applications with variable loop bounds.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3QNSM7B","conferencePaper","2024","Singh, Ravi Kumar; Bandamudi, Likhith; Kunde, Shruti; Mishra, Mayank; Singhal, Rekha","Leftovers for LLaMA","Proceedings of the 15th ACM/SPEC International Conference on Performance Engineering","979-8-4007-0444-4","","10.1145/3629526.3645045","https://dl.acm.org/doi/10.1145/3629526.3645045","n recent years, large language models (LLMs) have become pervasive in our day-to-day lives, with enterprises utilizing their services for a wide range of NLP-based applications. The exponential growth in the size of LLMs poses a significant challenge for efficiently utilizing these models for inference tasks, which require a substantial amount of memory and compute. Enterprises often possess multiple resources (workers, nodes, servers) with unused (leftover) capacity, providing an opportunity to address this challenge by distributing large models across these resources. Recent work such as Petals, provides a platform for distributing LLM models in a cluster of resources. Petals require that users use their discretion to distribute blocks on a given cluster, consequently leading to a non-optimal placement of blocks. In this paper, we propose LLaMPS - a large language model placement system that aims to optimize the placement of transformer blocks on the available enterprise resources, by utilizing the leftover capacity of the worker nodes. Our approach considers leftover memory capacity along with available CPU cores, when distributing transformer blocks optimally across worker nodes. Furthermore, we enhance the scalability of the system by maximizing the number of clients that can be served concurrently. We validate the efficacy of our approach by conducting extensive experiments using open-source large language models - BLOOM (1b, 3b, and 7b parameters), Falcon, and LLaMA. Our experiments demonstrate that LLaMPS facilitates optimal placement of transformer blocks by utilizing leftover resources, thus enabling enterprise-level deployment of large language models","2024-05-07","2026-04-15 15:47:36","2026-04-15 15:47:36","2026-04-15","201–210","","","","","","","ICPE '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/SK4QC4LK/Singh et al. - 2024 - Leftovers for LLaMA.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XA35VF5","conferencePaper","2025","Xu, Zheng; Kong, Dehao; Liu, Jiaxin; Li, Jinxi; Hou, Jingxiang; Dai, Xu; Li, Chao; Wei, Shaojun; Hu, Yang; Yin, Shouyi","WSC-LLM: Efficient LLM Service and Architecture Co-exploration for Wafer-scale Chips","Proceedings of the 52nd Annual International Symposium on Computer Architecture","979-8-4007-1261-6","","10.1145/3695053.3731101","https://dl.acm.org/doi/10.1145/3695053.3731101","The deployment of large language models (LLMs) imposes significant demands on computing, memory, and communication resources. Wafer-scale technology enables the high-density integration of multiple single-die chips with high-speed Die-to-Die (D2D) interconnections, presenting a promising solution to meet these demands arising from LLMs. However, given the limited wafer area, a trade-off needs to be made among computing, storage, and communication resources. Maximizing the benefits and minimizing the drawbacks of wafer-scale technology is crucial for enhancing the performance of LLM service systems, which poses challenges to both architecture and scheduling. Unfortunately, existing methods cannot effectively address these challenges.To bridge the gap, we propose WSC-LLM, an architecture and scheduling co-exploration framework. We first define a highly configurable general hardware template designed to explore optimal architectural parameters for wafer-scale chips. Based on it, we capitalize on the high D2D bandwidth and fine-grained operation advantages inherent to wafer-scale chips to investigate optimal disaggregated scheduling strategies, effectively addressing the highly dynamic demands of LLM workloads. Compared to the state-of-the-art (SOTA) LLM service systems, WSC-LLM can achieve an average overall performance improvement of 3.12 × across various LLM models and datasets. Moreover, we leverage WSC-LLM to reveal intriguing insights about wafer-scale architecture design and the execution of LLM workloads.","2025-06-20","2026-04-15 15:47:36","2026-04-15 15:47:36","2026-04-15","1–17","","","","","","WSC-LLM","ISCA '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/3YQK4CLG/Xu et al. - 2025 - WSC-LLM Efficient LLM Service and Architecture Co-exploration for Wafer-scale Chips.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRYR66YC","conferencePaper","2024","Chen, Yidong; Zhang, Chen; Dong, Rongchao; Zhang, Haoyuan; Zhang, Yonghua; Lu, Zhonghua; Zhai, Jidong","MixQ: Taming Dynamic Outliers in Mixed-Precision Quantization by Online Prediction","Proceedings of the International Conference for High Performance Computing, Networking, Storage, and Analysis","979-8-3503-5291-7","","10.1109/SC41406.2024.00080","https://dl.acm.org/doi/10.1109/SC41406.2024.00080","Mixed-precision quantization has shown to be a promising method for enhancing the efficiency of LLMs. This technique boosts computational efficiency by processing most values with low-precision, high-throughput compute units and maintains accuracy by processing outliers in high-precision. However, due to the dynamic, irregular, and sparse nature of outliers, this approach is far from using hardware efficiently.In this work, we propose MixQ, an efficient mixed-precision quantization system. Through our in-depth analysis of outlier distribution, we introduce a locality-based outlier prediction algorithm that can predict all outliers of 95.8% of tokens. Based on this accurate prediction, we propose a quantization ahead of detection (QAD) technique that can verify the correctness of prediction. A new data structure is proposed for efficient outlier processing. Evaluation shows that MixQ achieves 1.52× and 1.78× speedup over FP16 and Bitsandbytes on 8-bit quantization; plus 1.48×, 1.93× and 6× speedup over QUIK, FP16, and AWQ on 4-bit quantization.1","2024-11-17","2026-04-15 15:47:36","2026-04-15 15:47:36","2026-04-15","1–15","","","","","","MixQ","SC '24","","","","IEEE Press","Atlanta, GA, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/VLYQ2HWP/Chen et al. - 2024 - MixQ Taming Dynamic Outliers in Mixed-Precision Quantization by Online Prediction.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUY88RGB","conferencePaper","2025","Cong, Jason","Lightning Talk: Scaling Up Quantum Compilation - Challenges and Opportunities","Proceedings of the 60th Annual ACM/IEEE Design Automation Conference","979-8-3503-2348-1","","10.1109/DAC56929.2023.10247677","https://dl.acm.org/doi/10.1109/DAC56929.2023.10247677","The past decade witnessed exciting advances in quantum computing (QC) platforms. For example, superconducting qubit systems of over a hundred qubits have been developed and are now commercially available [1], [2]. Trapped ion systems in long chains or quantum charge-coupled device (CCD) [3] architectures have also been developed, reaching very low gate errors [4], [5]. Recently, neutral atoms trapped in arrays of optical tweezers emerged as a very promising experimental platform with hundreds of qubits at room temperature for programmable quantum simulations and quantum computation [6], [7]. Figure 1 illustrates the rapid growth of the capacity of these QC platforms in recent years. With IBM's recent announcement of the plan for building a 100,000-qubit quantum processing unit (QPU) [8], there is a strong need to scale up the capacity and performance of quantum compilation tools to match the rapid advances of quantum hardware.","2025-04-17","2026-04-15 15:47:36","2026-04-15 15:47:36","2026-04-15","1–2","","","","","","Lightning Talk","DAC '23","","","","IEEE Press","San Francisco, California, United States","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/VC3FCZR4/Cong - 2025 - Lightning Talk Scaling Up Quantum Compilation - Challenges and Opportunities.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFTDUIZW","conferencePaper","2024","Li, Shiyao; Ning, Xuefei; Wang, Luning; Liu, Tengxuan; Shi, Xiangsheng; Yan, Shengen; Dai, Guohao; Yang, Huazhong; Wang, Yu","Evaluating quantized large language models","Proceedings of the 41st International Conference on Machine Learning","","","","","Post-training quantization (PTQ) has emerged as a promising technique to reduce the cost of large language models (LLMs). Specifically, PTQ can effectively mitigate memory consumption and reduce computational overhead in LLMs. To meet the requirements of both high efficiency and performance across diverse scenarios, a comprehensive evaluation of quantized LLMs is essential to guide the selection of quantization methods. This paper presents a thorough evaluation of these factors by evaluating the effect of PTQ on Weight, Activation, and KV Cache on 11 model families, including OPT, LLaMA2, Falcon, Bloomz, Mistral, ChatGLM, Vicuna, LongChat, StableLM, Gemma, and Mamba, with parameters ranging from 125M to 180B. The evaluation encompasses five types of tasks: basic NLP, emergent ability, trustworthiness, dialogue, and long-context tasks. Moreover, we also evaluate the state-of-the-art (SOTA) quantization methods to demonstrate their applicability. Based on the extensive experiments, we systematically summarize the effect of quantization, provide recommendations to apply quantization techniques, and point out future directions. The code can be found in https://github.com/thu-nics/qllm-eval.","2024-07-21","2026-04-15 15:47:36","2026-05-03 10:36:28","2026-04-15","28480–28524","","","235","","","","ICML'24","","","","JMLR.org","Vienna, Austria","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WD4X9GBX","conferencePaper","2021","Lei, Jiaxin; Munikar, Manish; Suo, Kun; Lu, Hui; Rao, Jia","Parallelizing packet processing in container overlay networks","Proceedings of the Sixteenth European Conference on Computer Systems","978-1-4503-8334-9","","10.1145/3447786.3456241","https://dl.acm.org/doi/10.1145/3447786.3456241","Container networking, which provides connectivity among containers on multiple hosts, is crucial to building and scaling container-based microservices. While overlay networks are widely adopted in production systems, they cause significant performance degradation in both throughput and latency compared to physical networks. This paper seeks to understand the bottlenecks of in-kernel networking when running container overlay networks. Through profiling and code analysis, we find that a prolonged data path, due to packet transformation in overlay networks, is the culprit of performance loss. Furthermore, existing scaling techniques in the Linux network stack are ineffective for parallelizing the prolonged data path of a single network flow.We propose Falcon, a fast and balanced container networking approach to scale the packet processing pipeline in overlay networks. Falcon pipelines software interrupts associated with different network devices of a single flow on multiple cores, thereby preventing execution serialization of excessive software interrupts from overloading a single core. Falcon further supports multiple network flows by effectively multiplexing and balancing software interrupts of different flows among available cores. We have developed a prototype of Falcon in Linux. Our evaluation with both micro-benchmarks and real-world applications demonstrates the effectiveness of Falcon, with significantly improved performance (by 300% for web serving) and reduced tail latency (by 53% for data caching).","2021-04-21","2026-04-15 15:47:36","2026-04-15 15:47:36","2026-04-15","261–276","","","","","","","EuroSys '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/8MPEX6L5/Lei et al. - 2021 - Parallelizing packet processing in container overlay networks.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
